P37646	PF00563
P62881	PF00400
Q9FY49	PF01433
Q9FY48	PF14634
Q8MRQ4	PF04791
P62888	PF01248
P62889	PF01248
Q9FLF0	PF01479
Q9SF40	PF00573
Q5FWG5	PF01582
Q6P9G0	PF00173
D3ZCS4	PF03836
Q3UX10	PF03953
Q6P9G9	PF02023
Q3THE2	PF13405
Q9H4H8	PF07894
Q70M91	PF07660
Q8IIA2	PF00416
Q9VSC6	PF01868
Q8H934	PF00069
Q8W4D8	PF00498
Q9SR66	PF15628
Q6ZTQ4	PF00028
Q8W4D9	PF00400
P32198	PF16484
Q12386	PF00022
P32191	PF16901
P32190	PF00370
P0CE91	PF00660
P0CE90	PF00660
P0CE93	PF00660
P0CE92	PF00660
Q7JMZ7	PF00076
P0CE94	PF09379
Q9W029	PF03022
P17481	PF00046
P12838	PF00879
P12839	PF04732
P26358	PF02008
Q9W024	PF03600
Q9W023	PF12906
Q9W022	PF00085
Q9W021	PF00276
Q9W020	PF02854
Q5NEX4	PF02852
Q5NEX3	PF02817
Q5NEX2	PF00456
Q7KMP8	PF01399
Q8R1S0	PF01494
Q8R182	PF00594
Q8WZ04	PF01596
P10084	PF00010
P10083	PF00010
P10082	PF00159
P10081	PF00271
P10080	PF00076
B2RAU8	PF05022
Q8R180	PF04137
Q55411	PF13387
P24844	PF13833
Q81V32	PF05547
O35921	PF00375
O46070	PF06031
O83861	PF04760
O46072	PF07717
O83863	PF17384
O83864	PF12872
O83865	PF03625
O43008	PF00134
O46077	PF02949
O43006	PF11709
O43007	PF02882
O43004	PF00572
O43005	PF01602
O43002	PF03911
P26660	PF00998
O43000	PF07690
O43001	PF02383
Q56XG6	PF00271
Q8ST28	PF00352
H2L0B0	PF00105
Q03629	PF06172
Q8RY37	PF00069
Q791T5	PF00153
Q28153	PF00089
Q2V8N0	PF05255
Q9SQT6	PF12906
P49278	PF02221
Q81V38	PF00294
Q55418	PF14528
Q8CZL9	PF07690
P03705	PF05106
Q6P6W3	PF00850
P60651	PF00491
Q9TYV5	PF17125
O83997	PF01699
Q9VL07	PF13181
Q5NH50	PF00265
Q81X70	PF07870
Q5NE99	PF02556
Q9BYZ2	PF00056
G5EGT6	PF00067
Q9BYZ6	PF00071
Q944J2	PF00294
Q9BYZ8	PF00059
Q944J0	PF06645
Q7T0N9	PF13181
Q6R3M4	PF11798
Q7ZY58	PF16050
Q7KYR7	PF07686
Q5SY80	PF15020
Q8JZN5	PF02771
B8ZYW1	PF00543
Q7TMB8	PF05994
Q7ZY50	PF03953
Q6NLB0	PF13417
Q7Z9I4	PF00106
P25976	PF14887
Q8R0K2	PF00643
Q91WU0	PF00135
P74358	PF00535
Q7KLV9	PF01399
Q8RWY0	PF04788
P74873	PF03545
Q8CZL7	PF08352
Q8R0K9	PF02319
Q6AY53	PF01916
Q804H9	PF13341
Q6AY56	PF03953
Q03626	PF10569
Q6AY55	PF01121
Q7Z9I1	PF10528
Q8MRA3	PF07679
M0R6B4	PF00347
P30131	PF07503
P30130	PF00577
Q9NXG9	PF12012
O60909	PF13733
P30137	PF02581
P30136	PF01964
P30139	PF05690
Q9NXG2	PF02926
Q9CXR1	PF00106
O60907	PF00400
Q9NXG6	PF13499
O60902	PF03826
P34122	PF02342
O34529	PF00365
P29372	PF02245
Q9YP87	PF00020
P75818	PF12883
Q9N2K7	PF00907
A4QPD1	PF05605
O34523	PF01856
Q27J81	PF02205
P75817	PF05958
Q9UJJ7	PF00849
P75811	PF00440
P75810	PF07690
O94465	PF14617
Q7M6R1	PF17636
Q94JX1	PF02201
O94466	PF00620
Q9PMQ5	PF00162
A2VEC9	PF00094
P0AA47	PF13520
P74354	PF05542
P29379	PF02211
Q9VES8	PF06644
Q9H5J8	PF15333
P63302	PF10262
P74357	PF05050
Q8SYJ2	PF06522
P11021	PF00012
O48520	PF04042
Q8L7H4	PF01852
Q9H5J0	PF00651
Q9VES6	PF03015
Q9VES7	PF03015
P11029	PF02786
Q15825	PF02932
Q8ZBK0	PF10518
Q7ZWW8	PF16053
Q7ZWW5	PF12848
Q7ZWW0	PF00076
D3ZD97	PF07717
P77552	PF03212
P25070	PF13499
P25071	PF13499
P61236	PF03226
P77555	PF02615
Q9VX86	PF02244
P77559	PF03466
Q9VX82	PF04062
Q9VX83	PF01490
Q9VX80	PF00169
Q08AN1	PF01352
Q10HD0	PF00504
Q5H8A4	PF01663
Q9JHI7	PF03725
O43237	PF05783
O66683	PF04316
Q642A9	PF04841
Q8MSM3	PF03810
Q9NF14	PF00651
Q9BPU9	PF07162
A7E2F4	PF15070
O35437	PF00010
Q9BPU6	PF01979
Q8GUB5	PF02874
O35433	PF00520
O35430	PF00640
O35431	PF00640
P02919	PF14814
Q8CZL0	PF02852
O34389	PF03949
Q9W329	PF00790
O34384	PF02342
Q8CHG1	PF00069
Q9NYD6	PF00046
Q72AK9	PF01636
Q8LES5	PF03735
Q9P2F8	PF11881
Q8VBT0	PF00085
P31268	PF00046
Q9LE82	PF13943
P06149	PF09330
Q9VIQ9	PF00307
Q9P2F6	PF00620
P31265	PF00838
Q8VBT9	PF00789
Q60855	PF12721
P31260	PF00046
Q63645	PF00001
Q9NEF6	PF01813
Q9VFS9	PF07885
Q9VFS8	PF13180
Q6ZT36	PF01352
Q9VFS5	PF04802
Q1D3G2	PF00072
P0DOV1	PF02758
Q9VFS6	PF14837
Q9VFS2	PF03055
H0Y7P7	PF02666
A0PJ79	PF00687
P21675	PF09247
Q8W117	PF00400
Q9VM42	PF00341
G5EEC2	PF01581
Q8RWV3	PF00134
P02867	PF00139
Q8NFU4	PF15215
Q3TKF8	PF00012
Q5M7T4	PF04893
Q9VRJ8	PF03669
Q5M7T6	PF01992
B4E022	PF00456
Q6FGX2	PF11636
Q8GYM1	PF02798
Q8GYM6	PF00134
F8W1R7	PF13405
P50832	PF17522
Q96ET8	PF05832
Q9LF37	PF10431
P34163	PF00561
P34160	PF09090
P34161	PF00046
Q9LF33	PF03721
P34164	PF04739
P34165	PF17317
Q9FV71	PF02319
E9Q2I4	PF01448
Q9SAA9	PF00067
Q9DCT8	PF00412
Q55183	PF01050
Q9DCT5	PF02815
Q9SAA4	PF01762
Q9DCT2	PF00329
Q9DCT1	PF00248
Q55185	PF01648
Q3TRX4	PF03285
Q9JHF9	PF02221
Q9C652	PF00076
Q9C653	PF00657
Q90842	PF07679
Q9C658	PF12701
P71241	PF02397
P71242	PF04230
P71243	PF00534
P49089	PF13537
P18085	PF00025
P18084	PF17205
Q9VSG1	PF01652
P25926	PF01226
Q9NF71	PF01448
P25929	PF00001
Q8N2Z9	PF15630
Q9D9M2	PF00443
Q6UK11	PF02480
P18089	PF00001
P18088	PF00282
Q55454	PF02557
Q55455	PF01593
Q8LBZ7	PF13085
Q5U077	PF00056
Q8VDF3	PF00069
Q8VDF2	PF00240
Q9LXS7	PF00285
P46663	PF00001
Q9LXS6	PF00285
P00428	PF01215
P00429	PF02297
P16736	PF02689
P00424	PF02936
P00425	PF02936
P74397	PF00271
P00427	PF02284
P00420	PF00510
P74393	PF00999
P00423	PF02936
P08659	PF13193
P0DH90	PF07899
O43837	PF00180
P08651	PF10524
Q8VPC3	PF02501
Q5Z9H9	PF00160
Q8WVL7	PF00023
O93708	PF13614
Q5NE96	PF00436
Q93ZB1	PF06943
P0DH95	PF13499
Q9VAK3	PF05267
Q93ZB2	PF00067
Q93ZB7	PF00439
Q93ZB6	PF01208
Q9SGW3	PF10075
O13639	PF00670
Q9VM08	PF08395
Q8VZK0	PF13639
P0DH97	PF13499
O01513	PF01479
Q9VM02	PF02145
O13632	PF00782
Q9SGW8	PF00240
Q9VM05	PF07145
O13637	PF07304
P23180	PF02668
O60682	PF00010
Q9SSC9	PF01627
O60687	PF00084
P07543	PF12189
O60684	PF01749
P74292	PF02540
Q5JI19	PF01230
Q9DUN1	PF10401
O60688	PF03226
Q9SSC7	PF04525
F1Q332	PF00458
Q09887	PF13520
Q09884	PF00636
Q09885	PF17187
Q09882	PF02731
Q09883	PF00735
Q8TEY7	PF02148
Q11004	PF00160
Q8TB92	PF00682
Q09889	PF00339
Q81JF5	PF01145
Q9FEN9	PF00628
E7EM37	PF00001
Q9R0I8	PF01504
Q9D6W8	PF10157
Q8W0H5	PF07690
Q9FEN7	PF02852
Q8BSD5	PF00017
O35855	PF01063
Q9H040	PF10263
Q5VW32	PF03097
Q5VW36	PF11229
Q5VW38	PF06814
Q6A0A2	PF05383
H2KZ13	PF14626
P49433	PF00044
Q8WV19	PF04178
P23458	PF07714
Q24246	PF11540
Q24241	PF00791
Q8GW46	PF04690
Q8NGV6	PF13853
Q9ZVU5	PF10357
Q24248	PF05920
Q9SY20	PF08268
Q2M2I5	PF00038
Q9FKI4	PF00583
Q9CYN9	PF07850
Q90Z00	PF07714
Q9XXI4	PF00339
P75042	PF00535
Q9XXI9	PF17207
Q7CH71	PF01027
Q5M9B0	PF10036
Q2M2I8	PF00069
P75044	PF13793
P75045	PF01751
Q42112	PF00466
Q81VN7	PF00408
Q3SXR9	PF15231
Q81VN9	PF02457
O60462	PF00629
Q05AW6	PF01139
Q9Y5V0	PF04419
B2R643	PF06017
Q9JHW5	PF00957
Q9Y5V3	PF01454
O57865	PF01048
O57867	PF04322
Q8C8U0	PF07647
Q4KLL0	PF07500
O57863	PF00149
Q7JY97	PF00875
Q02827	PF06374
P54601	PF07875
O23379	PF00643
Q21624	PF00400
Q9FMX0	PF00081
Q9JHW4	PF03144
Q1PS21	PF17207
Q7PBX3	PF01210
Q8T0H5	PF00076
Q9VT19	PF00076
Q9UUI8	PF03151
P06961	PF12627
P06960	PF02729
Q74ZU4	PF12194
P06966	PF01381
Q58933	PF08433
Q9UUI1	PF01423
Q1CXR1	PF04237
Q9UUI3	PF04046
P06968	PF00692
Q9ULS6	PF00520
Q9UUI4	PF07767
Q9UUI7	PF02358
Q9ULS5	PF10267
Q9KWZ1	PF02445
P03261	PF03175
P03309	PF08935
P03304	PF11475
Q9P0R6	PF05303
P03300	PF00910
O34600	PF02272
Q9VKI3	PF10542
P49333	PF00072
Q18994	PF02020
Q9FMX8	PF00857
Q9ERF8	PF00022
Q9W4S3	PF15881
Q20060	PF02463
P0AGD7	PF02978
Q4Z8K6	PF00622
P0AGD3	PF00081
E9Q5K9	PF04146
P0AGD1	PF00080
Q9JHW2	PF00795
Q20062	PF00857
Q9FLI1	PF00010
Q9FLI0	PF00010
Q9FLI3	PF00481
Q8W4C8	PF00025
P46500	PF07735
P49598	PF00481
P54602	PF00565
Q9LNU4	PF08375
Q32KE1	PF00041
Q8K2Z4	PF12922
Q9LIC6	PF03208
Q9LIC7	PF03208
Q2V359	PF02519
Q9JHW1	PF00246
Q9LIC3	PF13041
P33329	PF16891
P33328	PF00957
Q9DCA7	PF06387
Q6B0I6	PF02375
P74803	PF07878
Q0PB29	PF07690
P33323	PF17378
P33322	PF01509
P0DP73	PF00711
P33324	PF03765
P33327	PF00208
P18185	PF02787
Q8BN21	PF00069
O13585	PF01843
Q9JMD3	PF01852
Q8VYL4	PF13639
A4D0T8	PF00001
P0A9B2	PF00044
P09884	PF08996
Q91912	PF03166
P0A9B6	PF00044
P09880	PF08303
Q84W80	PF07723
Q0PB24	PF00171
Q9FFD5	PF00786
Q9FFD0	PF03547
P46406	PF00044
Q9FFD2	PF03214
Q84W89	PF00271
Q7Z570	PF12171
F4KF65	PF00514
P43435	PF01813
Q81QB6	PF00171
Q6P5E4	PF06427
Q6P5E6	PF00790
Q9R0U0	PF00076
P43432	PF10420
O32153	PF00294
Q14390	PF01019
P9WHT9	PF00227
P0AFB1	PF13181
Q9VIB1	PF00135
Q9C7S5	PF07714
P0AFB5	PF00989
Q0PB23	PF00171
Q9HB89	PF00001
P0AFB8	PF00158
P43431	PF03039
Q8ILC8	PF16898
Q3UE37	PF00179
Q6Q311	PF03297
P03264	PF03728
Q8TDN2	PF00520
Q8ILC1	PF13181
Q6K8J4	PF04551
Q8TDN7	PF05875
Q8TDN6	PF04427
Q8TDN4	PF00134
P24867	PF00134
Q7L1S5	PF03567
Q20976	PF00173
Q5QNW6	PF00125
Q20974	PF07914
Q8ZNR3	PF13979
Q9NRP0	PF04756
Q9X367	PF06013
Q8ZIF7	PF01795
Q51742	PF02729
P00747	PF00089
O83543	PF01990
P03878	PF00961
P03879	PF00961
P51945	PF00134
Q21625	PF04042
Q21626	PF07289
P51946	PF00134
P51949	PF17121
P03873	PF03161
Q95PZ7	PF02252
O77086	PF00618
P03876	PF00078
P03877	PF00961
P03875	PF00078
Q9BYE0	PF00010
Q8N699	PF15179
Q9BYE2	PF00089
O14544	PF07525
Q9BYE4	PF14820
Q89YQ8	PF07495
Q9BYE9	PF00028
Q8NBW4	PF01490
P47712	PF01735
P30679	PF00503
Q9LTT3	PF00505
O24963	PF02621
Q9LTT7	PF00226
Q9LTT8	PF16529
Q9W0P4	PF00595
Q9U7D8	PF00621
O74689	PF04880
O78196	PF00969
Q7KLI1	PF00931
Q9LJ44	PF06203
Q9LJ45	PF08613
P0C706	PF01499
Q1CXR4	PF07194
Q1CXR8	PF02518
Q9LYT1	PF01593
Q9LYT3	PF01554
P38315	PF08568
P38314	PF00571
P38317	PF13000
P38316	PF04110
P29973	PF00520
P29972	PF00230
P38312	PF03311
Q8IPE8	PF00378
O68723	PF14301
P38319	PF06087
P38318	PF13000
Q42972	PF00056
Q9C0B1	PF12933
Q9C0B0	PF00642
Q9C0B7	PF10304
Q9C0B6	PF01823
Q9C0B5	PF01529
P93397	PF00400
Q07904	PF07690
Q9CXI0	PF01209
Q9CXI5	PF10208
Q93092	PF00923
Q1D6D0	PF00072
Q93091	PF00074
Q93096	PF00782
Q93097	PF00110
P11653	PF01642
Q8BQ30	PF13916
P05093	PF00067
P05090	PF08212
Q93099	PF04209
P05096	PF01807
P05094	PF00435
Q9U211	PF14625
Q23992	PF03564
P39904	PF04129
Q8LCN4	PF05678
Q9DG02	PF00069
Q9DG01	PF00069
Q23997	PF00704
A1Z9M0	PF00153
A1Z9M2	PF03134
P97694	PF01369
Q5YB85	PF02370
Q9BZM2	PF00068
Q9BZM1	PF06951
Q9V438	PF00085
Q9BZM6	PF00129
Q9BZM5	PF00129
Q9BZM4	PF00129
P01092	PF01356
Q15349	PF00433
A0PJZ3	PF01501
Q9QYR9	PF04775
A8K855	PF13499
H7BYN4	PF16540
P73373	PF13581
P52415	PF00483
P82931	PF01250
Q9FG01	PF12108
Q9FG00	PF07690
Q59HD9	PF01344
A1ZBL5	PF00069
Q9FG08	PF00856
P48305	PF07225
P30624	PF00501
O95838	PF02793
J3QQT2	PF00237
J3QQT5	PF00069
C7FZU3	PF06119
Q02762	PF10399
O95831	PF07992
O95832	PF00822
O95833	PF13417
O95834	PF00400
O95835	PF00627
Q6GN96	PF12763
O95837	PF00503
P54819	PF05191
P73653	PF11341
Q9GKX8	PF00183
Q9NRN9	PF05175
Q80WE4	PF00225
P54812	PF09336
Q9NRN5	PF02191
Q80WE1	PF00013
P54815	PF00004
P54816	PF00439
Q9QZS5	PF00433
Q9QZS7	PF00041
Q8WWG9	PF02060
Q9QZS2	PF13639
Q9QZS3	PF00640
Q4KLP8	PF07558
Q9LYS8	PF14543
Q9QZS8	PF00017
Q9VRX6	PF00876
Q9VRX7	PF00929
Q9VRX0	PF07776
Q9VRX2	PF12816
Q8LBH4	PF03105
O09005	PF08557
O09000	PF08832
F4JLY4	PF00067
D3DU92	PF00076
Q77YG1	PF00098
O24931	PF02664
Q61176	PF00491
Q61177	PF00069
Q8RWD9	PF00887
Q15569	PF07714
Q9H3K6	PF01722
Q8RWD6	PF00646
Q9H3K2	PF01027
Q61179	PF10401
P98179	PF00076
P73718	PF01724
P9WN95	PF00091
P42679	PF00018
P42677	PF01667
P98172	PF00812
P98171	PF00018
P98170	PF00653
P98177	PF16676
E9PTS4	PF00493
P98175	PF00641
P98174	PF00621
Q04767	PF10233
Q04760	PF00903
Q3TDX8	PF00175
Q81VJ7	PF06800
Q5WMC9	PF07490
Q2YS44	PF01827
Q2YS43	PF01827
Q4FK59	PF03952
Q9NIS1	PF01857
P04054	PF00068
P04051	PF04998
P04050	PF05001
P04053	PF14716
P04052	PF04990
Q6IN01	PF03370
P04058	PF00135
P40345	PF02450
Q8K419	PF00337
P00746	PF00089
P00740	PF00089
P68644	PF01494
P00742	PF00089
O25046	PF01979
Q8K411	PF05193
Q9VLS0	PF00704
P00749	PF00089
Q14500	PF08466
Q3EBL9	PF07200
Q9VLS4	PF00887
Q12217	PF01021
Q12216	PF02891
Q12215	PF01822
Q9QUS4	PF00010
Q12213	PF08079
Q12212	PF00149
Q12211	PF01416
P16009	PF00959
O25045	PF01979
Q5SQP8	PF02826
Q8BUN1	PF13499
Q12218	PF00660
P12931	PF00018
Q8WWF5	PF13639
Q3E8E5	PF00232
Q9W108	PF00076
A6NIX2	PF00412
Q9FN18	PF01566
Q72FP2	PF00155
Q72FP0	PF01568
Q72FP1	PF13247
Q9W101	PF06477
Q9FN11	PF03195
P46970	PF03810
Q9SZA4	PF00400
P46972	PF00717
P46973	PF04438
P46974	PF04082
P46975	PF02516
P46976	PF01501
P46977	PF02516
P46978	PF02516
Q91ZM2	PF00017
H2A190	PF06070
Q6ZMT1	PF14604
Q6ZMT4	PF00628
O94876	PF10267
O94875	PF02208
O94874	PF09743
O52134	PF07720
Q91YP2	PF01432
P32727	PF00575
Q641Y0	PF03345
O52132	PF16518
Q641Y2	PF00346
Q9CZ28	PF04157
Q9TXW5	PF13639
O04313	PF01419
O04312	PF01419
O04311	PF01419
O04310	PF01419
O27556	PF03446
O04316	PF01344
Q5I6E8	PF00069
O04314	PF01419
P91869	PF05669
Q22095	PF00020
Q9CPN9	PF00089
Q8IKW9	PF08312
Q13370	PF00233
Q8WU66	PF03736
P58012	PF00250
F1LPF2	PF01390
P09788	PF01565
Q9VMK8	PF14935
Q3TF18	PF00645
H8Y6P7	PF15328
A2A5R2	PF12783
Q9VVY7	PF00057
P50222	PF00046
P50221	PF00046
P50220	PF00046
Q9VVY3	PF03370
Q99JN2	PF01344
P50225	PF00685
Q9VMK5	PF10542
Q9VCK8	PF01757
Q9VCK9	PF01757
Q9ZNS2	PF03321
P14693	PF10806
Q1AHU7	PF03014
Q9VCK0	PF05091
Q9VCK1	PF03227
Q9VCK2	PF03227
Q9SJD4	PF00501
Q80VA0	PF00652
Q9VCK6	PF01212
G5EG83	PF16540
G5EEN6	PF00176
A6NHJ4	PF01352
Q6GPI1	PF00089
G5EEN7	PF06677
Q94184	PF10601
Q6FHN3	PF00334
P49660	PF00001
P49662	PF00619
Q8BZW8	PF13905
Q9M1T8	PF04520
B9DFI7	PF03141
P0C2S5	PF02011
Q06266	PF00498
Q06265	PF03725
Q6AXQ0	PF00899
O82290	PF01202
P54103	PF16717
P73821	PF01842
Q9FNN5	PF10531
Q6ZSB9	PF00651
P54108	PF08562
O40942	PF04843
O40940	PF10401
Q9SPI1	PF00076
E9PF10	PF08801
O59678	PF04939
O59679	PF00621
O59676	PF00855
O59677	PF10236
O40948	PF07686
O59675	PF01479
O59672	PF12848
O59673	PF10775
O59670	PF00076
O59671	PF06881
Q96IC2	PF00076
G5EDP2	PF00108
Q26011	PF07422
G5EDP9	PF00017
Q9UUM7	PF03114
Q7JY94	PF00899
Q6UX53	PF08241
Q9ULW5	PF00071
Q9SFB0	PF01554
P50488	PF00069
Q9ULW2	PF01392
Q6IBE6	PF00777
Q9D5K4	PF15427
Q15293	PF13202
Q91X05	PF01145
Q9VWU1	PF00089
Q06190	PF13499
O95059	PF01900
P59768	PF00631
Q9SIB9	PF00694
Q06199	PF01243
Q9VDK2	PF12540
Q13627	PF00069
Q9UUM2	PF05029
Q9VDK7	PF17004
O95057	PF00071
Q9VDK5	PF00643
Q5U4V6	PF03953
P32721	PF00005
P51579	PF00864
Q9R1T5	PF04952
Q9R1T4	PF00735
Q5BH19	PF16575
Q9R1T2	PF00899
P51570	PF00288
P51571	PF05404
P51572	PF05529
P51575	PF00864
B0CLW6	PF07686
P51577	PF00864
P52889	PF00412
P52888	PF01432
P72792	PF13673
Q9JM47	PF13833
O00341	PF00375
Q9M0J3	PF00847
Q9AUJ7	PF06273
Q9XGU0	PF00071
Q6NPS1	PF01363
P52887	PF04493
O24303	PF16940
P34369	PF10596
Q99KN9	PF01417
Q8WZJ8	PF11705
Q8WZJ9	PF08449
Q9GYN3	PF04775
Q9LX33	PF01239
P34367	PF00435
P51682	PF00001
P51683	PF00001
P51681	PF00001
P51687	PF00174
P51684	PF00001
P0C729	PF07415
Q59GV6	PF00400
P51688	PF00884
P0C725	PF04797
P0C722	PF04793
O05259	PF04039
Q7KVM7	PF00089
Q99KN2	PF00400
Q94230	PF04845
Q9NP99	PF07686
Q9NP98	PF05556
Q94234	PF09011
Q9NP95	PF00167
Q9NP94	PF02535
Q9NP97	PF03259
P0A1L7	PF01313
Q9NP91	PF00209
Q9NP90	PF00071
Q9XVL8	PF08217
Q9NP92	PF07147
Q8BWF2	PF04548
Q9UKE5	PF00069
Q8VCN6	PF12301
Q8VCN5	PF01053
Q05322	PF06389
Q2QZ41	PF00012
Q96SU4	PF00169
Q9LNJ0	PF00520
Q7KM15	PF01849
Q03921	PF04118
Q03920	PF05175
Q6ZU35	PF15262
Q86T82	PF02809
Q9I8S2	PF03291
Q9I8S3	PF08061
Q56X95	PF00892
Q8VZT8	PF00411
P10518	PF00490
Q08043	PF00435
P24238	PF05708
Q9Y230	PF06068
P16581	PF00084
Q9Y232	PF00378
Q9Y233	PF00233
P21605	PF02295
P24232	PF00175
P24230	PF17191
P10515	PF02817
Q9Y239	PF13516
E0WHX5	PF00437
Q6ICX6	PF08268
Q6ICX4	PF00076
O88609	PF00412
Q96CB9	PF01189
O83659	PF00528
O83657	PF01966
O83656	PF02130
O83655	PF03471
Q00690	PF00084
O88600	PF00012
O88602	PF00822
P45707	PF10747
Q66H94	PF00254
Q10B79	PF03105
Q05320	PF01611
Q9H2H8	PF00160
I6L957	PF00076
P73184	PF13188
P28721	PF06551
P0A7I0	PF00472
P28722	PF00345
P0A7I4	PF16658
Q66H98	PF15237
Q9VE94	PF06870
Q6P5Z2	PF00433
Q7Z5R6	PF00788
Q57EF8	PF00512
P08835	PF00273
Q8K2R0	PF00621
P48065	PF00209
Q8T9B6	PF10185
Q8T9B4	PF00005
O82741	PF12638
P42935	PF00400
Q8T9B3	PF00017
Q8TZV1	PF01918
Q8NC65	PF12031
Q7BG35	PF12393
Q9XWJ8	PF12998
Q9MZL5	PF12052
Q8TDU9	PF00001
Q7RQ71	PF00063
P14678	PF01423
Q9SQT4	PF06747
G5ECR8	PF17189
Q7F2X8	PF00076
P14679	PF00264
P53860	PF03765
P53861	PF06881
Q5W0A0	PF14977
P53863	PF12171
Q7TT37	PF04762
P53865	PF11778
P53866	PF01424
P53867	PF03416
P53868	PF03901
P53869	PF10906
Q9LSP7	PF00179
Q9LSP6	PF02362
Q9LSP5	PF00582
Q9UL46	PF02252
A1L167	PF00179
P35542	PF00277
Q922U1	PF01480
O34810	PF03235
O75487	PF01153
P35546	PF07714
P35545	PF00240
P35544	PF00240
O75489	PF00329
P35548	PF00046
P69713	PF00739
Q5JXB2	PF00179
Q9PP35	PF01588
Q8NEF9	PF09073
P42383	PF00118
Q6NRU3	PF08542
Q7CG60	PF01734
O15945	PF00989
Q9FIU6	PF00076
Q55362	PF13174
Q6NNI8	PF01428
Q8IFW4	PF00085
Q61327	PF00209
M9PBA3	PF00050
Q09315	PF05822
Q09312	PF00806
O76387	PF00627
Q6NNI3	PF04852
P25612	PF00248
P25613	PF01184
P25610	PF00660
P25611	PF00172
Q39088	PF02701
P25615	PF14716
Q39085	PF01565
P25618	PF10277
P25619	PF01036
Q39081	PF00319
Q39080	PF02109
Q39083	PF05605
Q3UZP4	PF15811
Q8IYB5	PF01412
Q5VZ89	PF03456
Q8IYB7	PF17216
Q8N130	PF02690
Q8IYB1	PF03281
Q6IPM2	PF00612
Q8IYB3	PF01480
Q8IPZ7	PF01423
Q5JHM9	PF02729
Q9VST7	PF00646
Q9NH88	PF13176
Q9TZ51	PF05823
Q8IYB8	PF12513
Q72FF5	PF00072
P20264	PF00157
P20265	PF00157
P20266	PF00157
Q9V3V0	PF00076
Q01080	PF06870
P20263	PF00157
O07778	PF02518
Q8IVB4	PF00999
Q8IVB5	PF14954
P20268	PF00157
P20269	PF00046
Q8N381	PF00017
Q61321	PF16878
P05221	PF03066
O43704	PF00685
P61809	PF03261
Q8N387	PF15672
O43709	PF12589
O43708	PF13417
P61805	PF02109
P61803	PF02109
P32333	PF00176
P9WNB3	PF01580
Q8K352	PF12485
P32332	PF00153
Q8K354	PF00106
Q8K356	PF00021
Q9VTB5	PF04923
Q8D126	PF07295
K9US31	PF01673
Q9W279	PF00651
Q59XX2	PF00332
P10648	PF02798
F4J0Y1	PF07714
P67318	PF03477
A2A369	PF14429
A2A368	PF12440
Q5NHY7	PF00206
Q9FMA5	PF00067
A1ZBW1	PF00013
Q5NHY8	PF00293
P23511	PF02045
A4JYE1	PF13895
Q8CDE2	PF01344
P23515	PF01462
P23514	PF14806
Q8CIG8	PF17285
Q8CIG9	PF12937
P0AAX8	PF03734
Q9PLY3	PF00673
P32019	PF00620
P0AAX6	PF07338
Q8CIG3	PF07496
P0AAX3	PF07338
Q3TYB1	PF00071
P0A817	PF00438
P0A814	PF02075
A8MXD5	PF00462
P0A812	PF05496
P20711	PF00282
Q8N653	PF07646
Q9FMA3	PF13181
Q9PPE0	PF08534
Q64253	PF00021
Q97T03	PF07972
P40028	PF00867
P40029	PF01625
P96118	PF00950
P40024	PF12848
Q20933	PF00017
P40026	PF08691
Q64259	PF17211
Q03697	PF03151
P40022	PF17322
Q155P7	PF10481
Q9WVB9	PF00595
Q03696	PF00047
Q5DTL9	PF00955
Q86Y79	PF01195
Q9WVB1	PF00071
Q9WVB0	PF00076
Q86Y74	PF03194
Q9WVB4	PF01462
Q9C6C8	PF02798
Q38951	PF12755
Q9C9M0	PF03145
Q9C9M7	PF00069
Q9C9M6	PF04729
P26572	PF03071
Q9C9M9	PF03083
Q38953	PF00575
Q586U8	PF14604
P0CG30	PF02798
Q8C585	PF02213
O44199	PF04423
Q9VAF2	PF02892
Q81RN0	PF03845
Q9W2U9	PF02949
Q9VR51	PF08445
Q9VR50	PF03151
Q9W2U4	PF09184
Q9SL70	PF03638
Q1PEL7	PF03931
Q9W2U7	PF07001
Q3UZ01	PF00076
Q9VR59	PF00328
Q9JM54	PF15150
P33650	PF07670
Q5NIE2	PF00230
Q49MI3	PF00781
Q6ZM17	PF00042
Q9JM51	PF01124
Q9JM52	PF00069
Q9JM53	PF07992
Q5NIE8	PF07690
Q5NIE9	PF08352
Q0PBN3	PF02677
Q9JM58	PF00041
Q9JM59	PF13833
Q0PBN7	PF01145
Q0PBN6	PF01063
Q9VAF9	PF00400
Q9BUL9	PF01918
Q7JR61	PF00171
Q7K3H0	PF00787
O35082	PF00232
Q5BJY9	PF00038
O95864	PF00487
Q47PJ3	PF09344
P40260	PF00909
Q9BUL5	PF00628
Q3UWW9	PF01399
Q91981	PF03529
O02853	PF00061
P37794	PF04794
P22646	PF02189
Q9V3V9	PF08785
P24369	PF00160
Q0P9S3	PF00565
Q0P9S2	PF01546
Q5XXJ3	PF00319
Q0P9S7	PF03865
Q0P9S6	PF08003
Q9VXC8	PF00089
Q94EY8	PF01507
P16277	PF00018
Q19816	PF00307
Q921V3	PF00266
Q64536	PF02518
O04450	PF00118
Q4QR41	PF15991
P07174	PF00020
P07172	PF00155
P07170	PF05191
Q80X85	PF00177
P24367	PF00160
Q80X82	PF12295
P75990	PF00563
P75991	PF10798
P75993	PF10798
P75995	PF00563
Q9W1M9	PF15985
Q9W1M8	PF08441
