yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CF1AF	Entry
4961497	F5HGK9
4961497	Q76RH0
6855	P08247
6854	B3KRB3
6854	Q59GM1
6854	Q86VA8
6854	Q92777
6857	A0A024RBE9
6857	J3KQA0
6857	P21579
6856	A4D0R1
6856	Q16563
6850	A0A024R244
6850	A0A024R273
6850	P43405
6853	P17600
841257	A0A178W3Y3
841257	A0A1P8AQR0
841257	Q6R3K4
836175	A0A178UA48
836175	Q8LAD0
841277	F4HYH8
841277	Q9LP68
836174	Q9FKJ4
841272	A0A1P8ASC1
841272	A0A1P8ASC2
841272	F4HYG9
841272	Q9LP74
841273	A0A178W7I9
841273	F4HYH1
841273	Q9FV81
850319	P25568
850318	P25569
850317	P17709
850315	P25572
850314	P17967
850313	P25573
850312	P25574
850310	P25576
853958	P36162
853959	P32769
853939	P36147
233071	A0A140LHW2
233071	Q3UQS4
233071	Q80YF9
853950	P36155
853951	P36156
853952	P36157
853953	P36158
853954	P36159
853955	Q02046
853956	P36160
853957	P36161
33641	Q9VQY9
33640	Q9VQY8
33643	Q9VQZ0
33642	Q9Y119
33645	Q8SZ87
33644	Q7KU45
33644	Q9VQZ1
33646	Q9VQZ3
33649	Q9VQZ6
33648	Q9Y165
71472	A0A0A6YWX1
71472	E9Q9M5
71472	J3KMM1
71472	Q3UJD6
269774	Q3UHJ0
71474	G3X9K4
71474	Q8C3X1
84268	A0A0A0MR35
84268	A0A0A0MSE7
84268	B3KTT3
84268	Q86UA6
31057	Q9V3V1
6583	Q9H015
6582	O15244
6580	O15245
6586	O75094
6585	A6H8V1
6585	O75093
231506	B7ZN58
231506	E9PV28
231506	Q571G4
76123	Q3UPG3
76123	Q8VDU0
6588	A0A158RFT9
6588	O00631
84306	Q9BRP1
39413	Q9VTX1
39410	M9PCA7
39410	M9PI37
39410	Q9VTW8
39411	P54191
39417	M9PFF1
39417	Q9VTX5
39414	Q9VTX2
39415	M9PF04
39415	Q0E8F2
39415	Q9VTX3
39418	M9PFA4
39418	Q8T0M4
39419	Q9VTX7
66589	B7ZBY7
66589	Q569Y6
66589	Q9CZY3
171599	Q9N3P1
180688	Q19284
31648	Q9W3T3
31647	O76928
31646	E1JJF3
31646	Q9V427
31642	Q9W3T9
31641	Q9W3U0
189914	O62468
834069	Q9FM29
14702	P63213
50810	A0A024R216
50810	Q9Y3E1
342096	A2VDJ1
342096	Q9NYA3
34169	Q9VLL4
72567	A0A087WQA0
72567	F8WI22
72567	Q8K019
174687	Q20136
34161	Q7KTH6
34160	Q7KTI1
34160	Q8MSR2
34160	Q9VLM3
34160	Q9VLM4
34162	O46197
339403	Q8TDU9
34164	Q9VLL7
34167	A0A0S0WNN6
34167	Q9TVM2
34166	M9PCK4
34166	O16868
824366	A0A178VAG7
824366	F4J5P7
824366	Q9SV01
100062811	Q8MIP0
2539631	O60130
444209	Q6GP10
811733	Q8ILU2
72562	Q9CZL5
856418	P08964
856419	P11914
108147	Q9CWJ9
856412	P38707
856413	P38708
856410	P32792
856411	P04076
856416	O13529
856417	P38763
856415	P38711
47399	Q8MRQ2
47399	Q9VQV2
3084	A0A024QY88
3084	A5YAK6
3084	A5YAK8
3084	A6MW54
3084	A6MW55
3084	A6MW56
3084	B0FWZ3
3084	B0FYA7
3084	B0FYA8
3084	B0FYA9
3084	B7Z1D7
3084	B7Z1E3
3084	E3SFM9
3084	F6RJN6
3084	Q02297
3084	Q6PK61
3084	Q7RTW3
3084	Q7RTW5
3087	Q03014
3081	B3KW64
3081	Q93099
3080	P36980
47396	H1ZYB5
47396	M9PFS0
47396	Q9VK45
3082	P14210
2539282	O94596
55088	A0A0C4DFU7
55088	Q496Y1
55088	Q7Z3E2
2539284	Q09889
2539285	P40847
2539286	P0CT60
2539286	P0CT61
2539287	Q9P6S0
813771	Q8IDQ9
32881	Q9VWP1
14268	A0A087WR50
14268	A0A087WS56
14268	A0A087WSN6
14268	B7ZNJ1
14268	B9EHT6
14268	P11276
14268	Q3TBB4
14268	Q3UGY5
14268	Q3UH17
14268	Q3UHL6
14268	Q3UHR1
14268	Q3UZF9
317903	Q8IQS4
835890	A0A178UAN9
835890	Q1PDI1
54382	O70619
838131	Q1PFV9
838131	Q9M9D5
72354	Q3UZC4
72354	Q8R3H9
72354	Q9CSK1
2867959	A0A1U8QYR9
2867959	Q5ARJ3
838136	Q9LMR5
838139	Q01909
838138	A0A178WA14
838138	A8MQH1
838138	P31414
819237	A0A178VR74
819237	F4II66
239083	D3Z3K2
37535	Q9W278
839265	A0A178W8W1
839265	Q2HIR8
839265	Q39013
839262	O22315
177336	G5EDY8
177336	Q8WQC9
2538885	O74883
2538884	O94720
2538886	O94531
2538881	O94421
2538880	O94721
2538883	Q92365
825303	A0A178VA95
825303	Q8L7L5
2538889	O94719
6703	P22532
832582	Q8W1D5
132625	Q96MM3
812289	Q8IK99
831168	Q9LYU9
185121	Q93635
84260	A0A024RBM9
84260	Q9BT92
2539634	O94642
839377	A0A178WG83
839377	A0A1P8AV54
839377	F4I764
839377	Q9MAU1
241656	Q8C015
6707	Q9UBC9
832586	A0A1P8BA79
832586	Q6S7B0
30314	O42364
839371	A0A178WHR8
839371	F4I2J8
43895	Q7KU30
43892	A0A0S0WGZ0
43892	A8JNL4
43892	A8JNL5
43892	A8JNL6
43892	M9PBR2
43892	M9PE98
43892	M9PHI5
43892	P91620
43892	P91621
43892	Q8IQ62
43892	X2JC30
43892	X2JCJ4
26262	A0A024R7Q6
26262	J3KNG2
26262	Q96FV3
397801	Q9IBC8
124152	B4DXE1
124152	B4E1V3
124152	Q8N0W5
829219	A0A178V4E2
829219	O65555
32503	Q9VXS2
223626	Q80ZW2
545378	Q45HK4
17183	F2Z3U4
17183	O89029
56903	A4D1Z6
56903	Q9NRJ5
14269	A2AQ41
14269	A2AQ43
14269	A2AQ44
14269	Q80TY0
839378	A0A178WMR3
839378	Q681Q7
855440	P53834
855441	P32462
855442	P53835
855443	P53836
855444	P08465
855446	P53838
855447	P53839
855448	P53840
855449	P17065
829211	Q5W9E7
833759	Q9FIZ9
853138	P50079
853139	P50080
407738	Q7Z5A9
853133	P30822
853130	P53306
853131	P50077
853136	P50078
853137	P10834
853135	P31334
42279	Q9VE12
6004	O15492
6005	Q02094
6005	Q96E98
6002	O14924
6003	A0A024R989
6003	O14921
6000	B7Z223
6000	B7Z257
6000	P49802
6001	O43665
42272	Q9VE18
42273	Q540Z9
42273	Q9XZT6
42274	A0A1B2AL46
42274	Q9VE17
6009	A0A090N900
6009	Q15382
9420	O75881
9420	Q05C57
281696	P35526
84267	Q5T6V5
84267	Q5T6V7
7391	A0A0S2Z4U5
7391	P22415
7390	A0A0S2Z4T8
7390	A0A0S2Z5C5
7390	P10746
7390	Q5T3L8
10059	B4DYR6
10059	G8JLD5
10059	O00429
7392	Q15853
10057	O15440
10056	Q9NSD9
10055	A0A024R0R4
10055	Q9UBE0
10054	Q9UBT2
10053	Q53GI5
10053	Q9Y6Q5
7398	O94782
10051	B3KXX5
10051	E9PD53
10051	Q58F29
10051	Q9NTJ3
10050	A0A024R013
10050	Q9Y2C5
836209	Q5BPF3
100506564	P0DJG4
121504	B2R4R0
121504	P62805
121506	F5GYS6
121506	Q96DN0
396255	P07090
396255	R4GHZ6
396254	P09244
836207	A0A178U7P8
836207	Q9FJH0
84266	Q9BT30
221002	Q8N9B8
37475	Q9W2D9
173521	Q9N3I5
100233033	F6GSX7
100233033	G3F1Q7
821536	A0A178VAH8
821536	Q9LHE7
821534	A0A178VKI1
821534	A0A1I9LLW5
821534	F4JCF9
821534	Q9LHE9
821533	A0A178VDZ4
821533	A0A1I9LQQ9
821533	Q8LPN7
821531	A0A178V5Z0
821531	Q39228
24479	P41562
821539	A0A1I9LTA5
821539	A0A1I9LTA6
821539	A0A1I9LTA7
821539	Q9LHE4
821538	A0A178V9B1
821538	A0A1I9LPN4
821538	Q9LHE5
827272	Q08A56
827272	Q42384
827273	A0A178UX68
827273	Q39084
2655165	Q8IBI3
44269	Q9U622
827277	F4JNE0
827277	O23463
2655160	Q8IBJ5
827275	A0A178UW91
827275	A0A1P8B7F1
827275	Q84VW0
44266	A0A0B4LHT3
44266	Q9VAS7
44261	M9ND37
44261	M9NFL1
44261	Q9VZP5
44260	Q9VEA1
44263	Q7K9H6
2655336	Q8IAK9
373714	Q8UVQ6
42858	Q9VCD3
42854	A0A0B4JCZ4
42854	A0A126GV04
42854	Q24547
42855	Q9VCD5
399421	Q4V845
42857	A0A0B4K6I2
42857	Q4V5H0
42857	Q9VCD4
42850	Q9VCE1
200728	Q86X19
42852	O97125
42853	Q9VCD8
2539705	Q9Y817
823970	A0A1I9LQT2
823970	Q9STS3
2539707	O74335
38526	Q9VZE4
84324	P82979
38520	Q9VZF0
2539703	O60129
38522	Q9VZE8
5090	P40426
5090	Q5JS98
5090	Q96AL5
5091	A0A024R5C5
5091	P11498
5092	P61457
5093	Q15365
5093	Q53SS8
38529	Q9VZE2
653269	P0CG38
5096	P05166
5097	A8K0E7
5097	B4DUA8
5097	B4E2D8
5097	Q08174
4496	A0A140VJP7
4496	P80294
4495	P13640
4494	H3BRY8
4494	P04733
4493	P04732
54851	A0A024R398
54851	Q8WVL7
19213	A2ATA7
19213	Q9QX98
32770	Q9VX08
4499	A0A024R6T4
4499	Q8N339
2541720	Q04665
2541721	Q9P7S4
55552	P16415
2541724	Q09680
2655295	Q8IAU1
2541726	P40996
2541727	Q10305
2541728	O13889
2541729	O94436
829706	O81787
381305	Q4VGL6
181227	Q19240
181227	Q95QM5
5326	Q9UPG8
5327	B4DN26
5327	P00750
5324	A0A024R7Z0
5324	Q6DJT9
5325	A1YLA1
5325	A1YLA2
5325	Q9UM63
174569	A0A131MCL4
174569	A0A131MCR4
5320	A0A024RA96
5320	P14555
5321	B4DZI4
5321	P47712
84016	P97879
55556	Q7L5Y1
5328	A0A024QZM9
5328	B4DNJ4
5328	P00749
5328	Q59GZ8
5329	M0R1I2
5329	Q03405
175207	Q09983
175205	Q19294
175204	Q19293
175203	Q95XW7
175202	Q95XW8
176713	G5EDB7
176713	Q8I4D9
176713	Q8I4E0
175209	Q9N391
70465	Q99J09
70466	Q7TS74
252479	M9NDW1
252479	M9PBG6
252479	M9PDH5
252479	M9PGJ0
252479	Q9W0S9
813129	Q8I3F1
360853	Q5HZY3
11094	Q9UGQ2
71732	Q91W86
2541098	Q9USQ6
11097	O15504
11091	P61964
11092	A0A024R8F2
11092	Q96E40
245688	Q60973
245688	Q8C5H3
2541092	O94431
2541093	O94512
3647093	A0A1D8PU03
11098	O95084
11099	Q16825
2541094	O94666
2541095	O94324
300838	Q6AXW2
365388	B0BN93
398779	Q6PAG5
134549	Q2M3G4
73666	Q8VE80
22141	P50586
22141	Q4VA41
4982	O00300
813123	Q8I3F7
2150	P55085
83679	E9Q1A0
83679	G3X9L9
83679	Q80YT7
22143	P05213
838290	Q9SHH8
144402	Q86YQ8
4987	P41146
4987	Q8IXB0
827912	F4JHS0
827912	Q9M156
827912	W8Q313
66830	Q7TSZ8
2153	P12259
66834	Q4VA32
66834	Q9CQR4
843742	A0A1P8AUZ8
843742	A0A1P8AV04
843742	Q9C550
144404	A0PK00
311607	A0A0G2K1L7
311607	D3ZA12
41890	Q4V645
817582	O22928
843744	A0A178W8L4
843744	Q9C9C5
836214	A0A1P8BGU4
836214	F4K0J3
300783	D4ABI7
300786	Q5U2U0
318961	Q8IP27
851426	P01098
831897	A0A1P8BA84
831897	A0A1P8BA88
831897	A0A1P8BA94
831897	F4KF77
831897	Q940Q0
831896	F4KCA4
831896	Q8LPF4
309828	Q66H46
831893	A0A178UDL6
831893	C0Z286
831893	F4K7W4
831893	F4K7W6
831893	Q8GSG8
35893	A0A0B4LEY4
35893	A1Z7K9
65116	Q8R182
831899	A0A1P8BGQ7
831899	Q1EC66
856436	P38772
835598	Q9FLQ4
856437	P34162
856430	P38769
342357	Q63HK3
178439	Q9NF71
851423	Q12516
842891	A0A1P8AVI8
842891	Q9S972
842890	A0A1P8AQZ9
842890	Q39086
851420	Q12434
820661	A0A178VMN9
820661	Q8L923
35895	A1Z7L1
266650	Q18217
504244	Q3ZCJ7
12545	Q66JY4
12545	Q9Z0H0
163786	B4DYM7
163786	Q495U0
163786	Q6UVJ0
12540	P60766
820664	A0A178VBY9
820664	A0A178VD55
820664	F4JFV6
820664	Q9LRS0
811712	Q8ILW2
12549	A6X8Z5
12549	B2RSI0
213498	Q68FM7
123016	A0A0C4DFT4
123016	A0A0C4DGH8
123016	A0A0C4DGX9
123016	A0A0C4DGY3
123016	B3KSL8
123016	Q86U25
123016	Q8TAM2
224640	Q6DVA0
820667	Q9LRR7
64321	Q9H6I2
7478	D6RF47
7478	Q9H1J5
39186	Q9VT87
110616	E9Q717
110616	Q546X9
110616	Q5M8S1
110616	Q810M8
110616	Q9CVD2
50927	B1AU75
50927	B1AU76
50927	Q99MD9
7471	P04628
7472	P09544
7474	A0A024R316
7474	B3KQX9
7474	P41221
7475	Q8N2E5
7475	Q9Y6F9
7477	A8K0G1
7477	P56706
838676	A0A178W059
838676	Q96290
838677	A0A178WGB8
838677	Q9LM66
117042	P21533
117045	P63074
19099	Q3UI81
19099	Q6GQW8
19099	Q9WVI9
19090	P97313
19091	P0C605
19091	Q8BND1
820881	F4J1I6
820881	Q94A18
838295	A0A1P8APD8
838295	Q9SHI3
126298	Q8WZA9
40980	Q9VHT5
11176	F8VU39
11176	J3QK86
11176	Q9UIF9
100137707	A0A1L8FHL8
100137707	A9UL57
1489078	A0A2D1LVN5
1489078	A0A2D1LVU2
1489078	A0A2D1LVU7
1489078	C6G865
1489078	P03126
1489078	Q547J2
154881	A0A024RDN7
154881	Q96MP8
1954	Q7Z7M0
829362	Q8S9J8
829361	A0A1P8B7Q2
829361	A0A1P8B7S3
829361	Q2VWA0
829361	Q93WC4
829366	A0A178V282
829366	Q8GY91
829364	A0A1P8B4G3
829364	A8MRG4
829364	Q84JY3
829365	A0A178URS3
829365	Q8RWZ5
304203	Q3KRC6
284069	A8MVW0
126295	A5HJR3
126295	B4DXX0
126295	G3V131
126295	Q68EA5
2703453	G8HBD9
108121	G3UW94
108121	Q14C24
108121	Q9D883
835799	A0A1P8BER3
835799	B3DNN3
835799	Q9LTS3
835797	Q94K07
2539570	O14311
2542046	O14089
835791	A0A178UKA5
835791	F4K946
108124	Q9DB05
318035	Q960E9
318034	Q8MRL1
318030	Q8IPT5
13636	D3YTT5
13636	P52793
13636	Q9D7K8
2322	P36888
2321	L7RSL3
2321	P17948
843413	A0A178W3E4
843413	Q9CAC5
843414	Q9S791
843415	A0A178WKQ5
843415	Q9S812
2324	P35916
843418	Q9SSL1
81521	O35763
8193	C8C3P2
8193	E9PDV3
8193	J3KQY6
8193	Q6PJ73
8193	Q92782
100271927	C9J798
100271927	F5GXT2
81522	Q9Z2Q4
100132285	A0A0G2JPR7
100132285	A0A1W2PSB7
100132285	K7R1S5
100132285	O43755
100132285	O75579
100132285	P43631
100132285	Q14950
100132285	Q32MZ1
284067	B2RV13
399979	B7ZAU9
399979	E9PJV7
399979	E9PLV3
399979	Q92543
292729	Q5U214
338809	Q32Q52
443868	A0A1L8HDL2
443868	Q6GQI9
2542040	P0CT98
2542040	P0CT99
166815	B3KNK0
166815	Q4W5G0
166815	V9HWD1
46326	Q24371
52389	Q6PHM3
52389	Q8C4G9
735191	Q3KPW1
836313	A0A178USJ6
836313	A0A1P8BFA1
836313	Q9FH51
85313	Q8WUA2
7354466	A0A0B4JDA4
7354466	A0A0B4JDF5
7354466	A0A0B4K668
7354466	A0A0B4K6A0
7354466	A0A0B4K7C8
7354466	A0A0B4KGA1
7354466	A0A0B4KH90
7354466	B7Z0K8
7354466	E1JIM8
180637	G5EBF1
17393	Q3UN27
7354465	B7Z0I8
17395	P41245
43662	Q8IMH4
43662	Q9Y125
43664	B7Z0S4
43664	O18400
43664	Q7KRT5
43665	Q9VA25
2491	A0A024RCG4
2491	B4DZL4
2491	Q92674
2492	A0A1D5RMN4
2492	P23945
2495	A0A024R525
2495	P02794
2494	F1D8R9
2494	O00482
63920	Q8IZ13
63923	B3KXB6
63923	Q9UQP3
63922	Q8WVB6
63925	Q8IW09
63925	Q9H4Z2
63924	A0A024R2F7
63924	A0A0A0MRY9
63924	Q96AQ7
830313	O22533
63926	Q9NU02
11771	P17426
63928	O43745
11773	P84091
11773	Q3TWV4
11773	Q5FWI9
11773	Q6A0C9
11772	P17427
11772	Q69ZW4
11772	Q6PEE6
11775	Q9JME5
830318	Q84K31
11777	A0A286YDU3
11777	Q3U8S0
11777	Q9DCR2
11776	O54774
17025	P10518
17025	Q9DD05
2542042	O42851
2542186	Q10485
2542189	O13771
498433	A0A0G2KAX0
498433	Q5EAP2
42503	Q9VDE4
832225	A0A178URE4
832225	Q1EBV6
832224	A0A178U9Y0
832224	A0A178U9Z9
832224	A0A1P8BGU1
832224	Q39054
832221	Q7G193
53382	Q8CDN6
53380	A2AG83
53380	Q9Z2X2
53381	O08807
2543329	Q10250
90780	Q5T170
90780	Q9BRQ0
311384	D3ZDA2
826913	A0A178V6H8
826913	Q9SV69
826915	A0A178UX54
826915	A0A1P8B7T8
826915	A0A1P8B7T9
826915	A0A1P8B7U3
826915	B3H7B5
826915	F4JS69
826915	F4JS72
826915	P43294
826916	Q9LDR8
152815	A0A024RDF9
152815	Q8TBB0
499529	Q5XIF3
152816	A0A087WV33
152816	Q17RF5
2569	P24046
14461	O09100
14461	Q3U320
20533	P04919
20533	Q3TZ29
20533	Q53ZN9
6560	B4DF30
6560	Q9UP95
22979	B3KT90
22979	E7ESK9
22979	Q9Y2G0
828414	Q8L7G3
20539	Q9Z127
824208	Q8S9K8
3643650	A0A1D8PK67
352909	A0A0A0MS19
352909	A0A0C4DH50
352909	A0A0C4DH78
352909	A0A0C4DH81
352909	Q8N9W5
186005	O45532
186005	Q564U0
824205	A0A178VFT5
824205	Q39088
100037064	A1L1C3
140674	P23574
31962	M9PE69
31962	M9PGT2
31962	Q9W2W1
42132	Q9VEG5
42131	Q9VEG6
42130	A0A0B4KGD1
42130	A0A0B4KHB1
42130	E1JIN6
42130	Q7KSE8
42130	Q8IN94
80342	B1AJU2
80342	B3KWQ9
80342	Q9Y228
825490	A0A178VC39
825490	F4J0W4
42139	Q9VEF6
80341	Q8N4F0
80346	E5RGS2
80346	Q9H6H4
80347	Q13057
80344	B3KSW2
80344	Q59GN6
80344	Q8TEB1
80345	B4DFB7
80345	Q9H4T2
856435	P48836
850486	P43534
850485	P43545
850484	P43544
850483	P0CH63
850483	P0CH64
850482	P43542
850480	P43540
3355133	Q8T0G4
3355132	Q5LJQ3
3355131	M9PDM5
3355131	P25157
3355130	Q7PL76
3355130	Q8MT46
414919	Q6P1X6
851099	Q12749
850489	P43548
3355134	Q7PLI7
10556	P78346
10557	P78345
10554	A0A024RCV5
10554	Q99943
176955	Q8MXT6
10552	Q92747
10552	V9HVZ6
57862	A0A024R691
57862	Q53FM1
57862	Q86VK4
10550	A0A024R371
10550	O75915
10551	O95994
10551	Q4JM46
841706	A0A178WLL7
841706	A0A1P8AVH1
841706	Q9SSS7
841707	A0A178WNI4
841707	Q9C944
734924	Q32NN1
841702	Q8GY12
10558	A0A024R277
10558	O15269
10558	Q6NUL7
10559	P78382
2541284	O43083
78455	A0A0R4J0Y3
78455	Q6DFV5
232875	E9PUD6
8822	O60258
8823	O43320
8820	A0A024R364
8820	Q9UBX0
8821	E7EQN9
8821	O15327
8826	A0A024RC65
8826	P46940
176279	P32743
8825	O14910
8828	O60462
8828	Q7Z3T9
8829	A8K9V7
8829	O14786
8829	Q59F20
8829	Q68DN3
8829	Q6AWA9
8829	Q6X907
176272	P34480
34368	Q9VL16
179429	O62416
179428	O62415
34363	Q9VL18
34362	Q9VL20
34361	Q9VL21
179424	Q17941
179423	Q17935
179423	Q17936
179423	Q2XMZ9
179421	Q23647
34364	P23128
307842	Q80W92
178386	D3YT80
178386	G3MU72
178386	O17954
213673	Q3U339
213673	Q8K201
851688	O13329
114928	B3KW05
114928	Q96D09
112869	Q96ES7
851682	Q12116
851683	Q04549
851680	P32917
851681	Q03868
851686	P46944
851687	Q04585
851685	Q04562
829252	A0A178UZW0
829252	C0LGR9
844406	A0A178WNI0
844406	Q38942
230967	Q80V31
818395	A0A178VT99
818395	B9DFT4
818395	F4IS06
818395	M5BFB1
818395	Q39253
836482	A0A178UMZ8
836482	A0A1P8BEP1
836482	F4KAS6
836482	Q93ZM6
1485	P78358
67826	Q8R570
851354	Q07747
58493	Q9NRY2
58493	X6R8P6
851356	Q07738
851350	P0CD99
851351	Q07786
851352	P54854
851353	Q07748
1466494	Q3E7Z3
851358	P35688
851359	Q07732
837878	A0A178WNH2
837878	B3H455
837878	Q9SAF3
58516	Q9NP50
58517	P49756
1488	P56545
1488	Q5SQP8
58512	O95886
58513	A0A024R7G6
58513	Q9UBC2
58511	Q66K39
58511	Q8WZ79
24533	B5DEN4
24533	P04642
66196	Q5SV80
246540	Q058Z8
24536	Q62959
24534	P42123
72113	Q9D0L4
856433	P38771
72117	Q6PGB6
72114	Q3TSB2
72114	Q9D0L1
2543326	Q10260
416517	A0A1D5P0H8
416517	Q4W5X0
8484	O60755
1562	P33260
1562	Q7Z348
72119	A2APB8
72119	Q8BTJ3
1565	C1ID52
1565	P10635
1565	Q5Y7H2
34142	A0A1B2AJA9
34142	Q9VLP3
175603	Q20060
837876	Q9SAF1
5740816	A8JNC7
5740816	Q4QQ69
824944	Q8LGB6
38598	Q9VRJ4
35563	Q7JX41
35098	M9PG47
35098	P13008
35099	Q9VJ87
5027	Q99572
35090	Q9VJ94
35090	X2JA84
35091	Q9VJ95
35096	Q9V3R1
35096	X2J8Y6
35097	A8DZ14
35097	P15278
35097	Q8INX7
35097	X2J6N7
35097	X2JAT7
824940	A0A178VAP6
824940	Q9SVY5
55164	Q6PI26
55165	Q53EZ4
55166	Q7L2Z9
55167	Q9HCI7
55161	A0A024R9W7
55161	P57088
55163	Q9NVS9
55163	V9HW45
55168	Q9NVS2
294810	A0A0G2K9V6
294810	Q5XHY5
3361273	Q7Z996
270152	Q80UL9
91272	Q96IK1
20055	A4FUS1
20055	P14131
20055	Q5CZY9
225849	Q6PD28
844050	A0A178WPE4
844050	O49048
838114	Q9C5E6
844055	O80653
844057	A0A1P8AT69
844057	Q8GW61
35540	A4UZ51
35540	E1JGY2
35540	P34021
35541	A0A0B4K6Q0
35541	A0A0B4KES9
35541	A1Z6K2
35543	A0A0B4LEU2
35543	Q9V9L1
35623	A0A0B4KF78
35623	Q24188
832579	A0A178UE81
832579	Q93VA9
35546	A0A0B4KEC6
35546	A0A0B4KED8
35546	Q86P36
35547	A1Z6K7
35547	H1UU98
35549	Q4V6Y7
2542452	Q10149
100533952	A0A0A6YYG8
643	A0N0R2
643	A8K647
643	P32302
643	Q2YD84
2542451	Q9C116
181341	G5EBL3
181340	E3W743
181340	K8FDY0
181340	Q6A2D2
181340	Q93636
181340	Q93637
181343	Q9U3N5
55291	A0A024R5F3
55291	H7BXH2
55291	Q5H9R7
55296	Q8N5T2
55297	A0A024RAW6
55297	Q05D28
55297	Q7Z6B0
55294	G0Z2K0
55294	Q969H0
55294	S4R3U4
31841	Q9W389
181348	Q20655
181348	Q95ZT1
181348	W6E8Z9
55298	C9JQY5
55298	Q9H920
55299	Q8TDN6
2542456	O13844
22260	Q60644
22260	Q8BP65
821870	Q9LIK0
83549	A0A024R8E7
83549	A0A0S2Z5Y6
83549	Q9HA47
204962	A0A0A0MRP1
204962	B7Z5Y4
204962	Q8NCS7
2542454	Q9HE12
189590	Q9BL83
83548	Q96JB2
140730	Q9H426
183859	Q18887
837087	A0A178WHN4
837087	A0A1P8AP49
837087	A0A1P8AP61
837087	A0A1P8AP81
837087	Q8GWH4
54636	Q91VM3
183851	Q18869
542391	P24345
542391	Q53ZF1
147407	I3L0B8
147407	Q3SY17
74019	A0A087WQD8
74019	Q149C2
74018	Q920R0
83544	Q4LDG9
74015	Q8K285
74016	Q9CXG9
74012	P61226
74012	Q6ZWR0
27370	P62855
27370	Q497N1
27373	Q3TYE1
27373	Q9JMK2
27374	A0A0R4J049
27374	Q8CIG8
27376	Q9QZD8
27377	O88967
83541	Q9BQ89
83540	Q9BZD4
2542066	Q9UTD4
841852	A0A178WN82
841852	Q9SYH0
2542064	Q09924
2542062	Q9UQY2
2542060	O13918
2542061	O13915
2542069	O42667
853442	P47076
298066	Q5VLR5
853441	P47075
836043	A0A178UN85
836043	Q0WWW9
853447	P47079
853445	P47077
25287	P15650
25283	P19468
836048	Q42540
117526	Q66HB1
55837	Q56P03
32011	Q9VZ66
55835	A8K8P1
55835	F6VUX8
55835	Q9HC77
32017	Q9VZ60
32016	Q9VZ61
32015	Q9VZ62
32014	Q9VZ63
32019	Q9VZ56
32019	Q9VZ57
32019	Q9VZ58
32019	X2JB52
32018	Q9VZ59
32018	X2JEE5
2540710	Q9USS7
59342	Q9H2J9
59342	Q9HB40
55839	Q96H22
140823	P60602
816494	A0A178V0S4
816494	P49689
816494	Q0WWR7
816495	Q42449
816492	A0A178VXA5
816492	O82204
28999	Q9UIH9
225363	Q3TF02
225363	Q8BWY3
834307	Q9FMM3
26395	P31938
26395	Q3TMJ8
26397	O09110
26397	Q5SWN9
2542393	O13790
7621	B3KV76
7621	Q9UC06
2542395	O74135
2542396	O13787
2542398	Q9UTH1
2542399	Q9UTG5
26399	P70236
26399	Q543Z5
26398	P47809
26398	Q543X6
26398	Q8K2U0
101943	B2RSV4
101943	Q921M3
57478	Q70CQ4
57479	Q9ULL5
57474	Q9ULM2
57475	Q9ULM0
57476	A0A024R3M2
57476	A0A1B0GUD6
57476	B7Z4N9
57476	Q3KR37
57477	Q9ULL8
57470	A0A024R4G1
57470	Q8N1G4
57471	B4DIZ1
57471	Q8TAM6
57472	Q9ULM6
57473	Q96KM6
817351	Q9ZUU9
810893	Q8II29
24887	G3V8T9
24887	Q9JKL3
308900	Q6IV57
308901	D4ACF2
810898	Q8II24
810899	Q8II23
24888	P53563
24888	Q548R7
24888	Q7TS62
816723	F4III4
816723	Q9SJ12
84126	A0A024R2U4
84126	A0A024R307
84126	Q8WXE1
816726	Q1LYW5
816726	Q9SJ09
84128	Q8IWA0
84129	Q709F0
309053	D3ZJ01
26022	Q9Y2Y6
26020	Q7Z4F1
64902	Q9BYV1
26025	O60330
26024	A4D273
26024	O75127
36801	Q7JR82
203611	Q9Y6F7
100534599	Q9ULR0
820979	B3H5A6
820979	Q8RWB8
109731	Q8BW75
820974	A0A178V657
820974	Q948R9
432285	Q6INL9
837794	A0A178W5R8
837794	Q84W04
147872	Q8N6L0
837791	Q9C5X3
37798	Q9W1G7
37795	A0A0B4LGG6
37795	Q9W1H0
296369	Q304F3
37793	Q9W1H2
37792	Q9W1H3
37791	Q9W1H4
37790	Q9W1H5
2542934	O42647
84699	Q68CJ9
2542936	Q09870
2542937	O42644
138046	B3KT61
138046	Q86SE5
2542932	Q9US33
2542933	L7SU69
2542933	Q8X1T0
84690	A0A140VJV9
84690	B4DHW8
84690	F5GWB9
84690	Q8NHS9
84691	A0A140VJJ3
84691	B4DY15
84691	Q96KD3
821962	A0A178VEQ9
821962	A0A1I9LTQ7
821962	Q9LK38
84693	Q96PE7
2542938	O14213
3516	Q06330
84696	A0A140VJD1
84696	Q96SE0
41288	Q9GYV9
70661	E9PU87
70661	Q6P4S6
855848	P0CX10
855848	P0CX11
855849	Q08992
41289	A0A0C4DHE3
41289	Q8IHA6
41289	Q8INL2
41289	Q9VGX5
855844	P32867
855845	P19097
855846	P0CX14
855846	P0CX15
855840	Q12003
855841	Q12464
855842	P32842
855843	Q12143
819332	A0A178VX63
819332	Q39028
