yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CF65D	Entry
127795	Q8N0U7
836032	Q9FIG0
841199	A0A178W398
841199	Q84WL9
64513	G3V6S1
64513	Q62627
64512	Q08464
64515	Q62623
64517	P24155
64516	O08700
29216	P98158
348180	H3BSW6
348180	Q2VPK5
21991	P17751
836034	A0A178UGI0
836034	B9DHU3
836034	P48482
117159	P81605
117157	O14796
117156	Q2L6B3
117156	Q96PL1
117154	A8K3I1
117154	Q96NX9
117152	P97536
10100	B1AKP1
10100	B2RD31
10100	O60636
56334	A2RS53
56334	Q9R0Q3
99982	A3KG93
99982	Q6ZQ88
56332	Q8K371
2541971	Q10174
193670	Q91YT2
293546	A0A0G2K4B0
293546	D4A3F5
56338	Q8BG60
56339	Q86U44
192113	Q9Z1W8
2543436	Q9P6P1
191125	P91563
2769	P30679
2768	E9PC54
2768	Q03113
2768	Q6ZQV4
2543432	Q09831
2543430	Q9HDX8
2543431	Q9UUH8
199731	Q8NFZ8
2762	O60547
31158	E4NKI7
31158	M9PGG7
31158	Q9I7X6
191128	O01879
2766	P36959
2764	P60983
9489	A0A024R8V5
9489	B4DLU3
9489	Q32NB8
9488	Q92521
16402	P11688
16402	Q80YP5
16403	Q61739
16403	Q6PEE8
16403	Q8CC06
16400	Q62470
93841	B2RTM4
93841	P58321
9482	Q9UNK0
9481	B4DHR4
9481	O95847
9480	O95948
9487	A8MTV0
9487	Q9Y2B2
9486	O43529
843603	A0A178WMS6
843603	Q9CAI5
810290	E7EEJ9
810290	Q8IJR0
2541979	O42845
29647	Q62915
117536	D3ZVR5
117536	D4A9M2
117536	D4AAJ2
117536	F1LLY3
117536	Q9EPI6
29644	A0A0G2QC31
29644	P35234
117531	Q8TDI8
55806	O43593
9731	O60308
9730	Q9Y4B6
9733	Q15020
9732	Q8N1I0
9735	P50748
9734	B7Z3P7
9734	Q9UKV0
9737	Q5JY77
9736	Q70CQ2
9739	O15047
9738	O43303
242	O75342
810313	A0A143ZZ61
810313	Q8IJN7
223723	Q3UDE2
21335	Q6NV52
21335	Q99LH8
2543634	Q10140
49260	P12982
24128	Q9DBR1
376497	Q6PCB7
844071	A0A178WBM5
844071	Q9FVX3
55809	Q05GC8
55809	Q96PN7
21339	B9EHT7
21339	P97357
21339	Q3V054
844757	A0A1B1W4V2
844757	P19366
844754	A0A1B1W4U8
844754	O03042
844755	A0A1B1W4V3
844755	P56765
723790	Q6FI13
22978	A8K6K2
22978	P49902
844750	A0A1B1W4Y4
844750	P62090
839599	Q0WQH3
22974	Q643R0
22974	Q9ULW0
22977	O95154
22976	Q6ZW49
10863	Q9UKQ2
844758	A0A1B1W4U4
844758	P09468
211389	Q8R086
3770303	A0A178UX10
3770303	Q2V3H2
3770302	Q0WRB9
3770304	Q8RY74
10318	A0A0A0MRZ4
10318	A8K4N4
10318	B7Z8K2
10318	Q15025
2542345	Q9UTF0
842292	A0A1P8ANT9
842292	A0A1P8ANV3
842292	Q6XL73
856922	P32643
856923	P32644
856920	P32641
856921	P32642
856926	P25453
856927	P32645
856924	P29311
856925	P16387
856928	Q3E784
71949	Q9D6K9
100037138	A2RV69
100037139	A0A1L8GGA3
100037139	A2RV70
831207	A0A178U9Q0
831207	A8MR05
831207	Q9FNB0
822181	Q9SQI8
37041	A1ZB08
832592	A0A178UFU5
832592	A0A1P8BC51
832592	Q8GXD2
11853	Q62159
12009	B1AXI9
12009	Q62036
2543637	Q10138
11855	E9PYT0
2540802	Q9USX3
2540803	Q9USX7
2540800	Q9Y876
100316904	A0A087WYF9
100316904	Q8TEE9
2540806	P05764
2540804	O94494
80876	Q99J93
2540808	Q9Y7X2
2540809	Q9UUD8
855579	P53908
291852	Q4VFZ4
252875	Q8BV62
252875	Q8VE19
326133	Q8SWX4
3061	A6NMV7
3061	O43613
823748	Q9LX87
3067	P19113
3066	Q92769
3065	Q13547
3065	Q6IT96
3064	P42858
3069	A0A024R4E5
3069	B2R5V9
3069	Q00341
3068	A8K8G0
3068	B7Z958
3068	P51858
855576	P53906
840127	A0A178WBF6
840127	A0A1P8AP13
840127	Q08A65
840127	Q8LEE7
839433	A0A178WMF0
839433	Q9S834
339175	B3KM33
339175	Q96IZ6
183343	Q18538
823664	Q944L3
2540773	O94657
91147	Q5HYA8
169981	Q5JUX0
34674	Q9VK69
843443	A0A1P8AQS9
843443	Q9C9A5
839430	A0A178WLZ0
839430	Q8GUH2
34677	Q86PF5
34677	Q8SY07
34677	X2JDZ1
59091	Q9ET78
34676	Q9VK67
115704	Q96CN4
839596	Q9LFY0
186197	Q9N4K2
29361	O55170
814655	A0A1P8AZ30
814655	Q6NKQ5
840194	A0A178WDS8
840194	Q9MAP3
825414	Q9LZP9
825415	A0A178VDD2
825415	Q9LZP8
825416	Q9LZP7
825417	A0A178VA18
825417	Q9LZP6
825413	A0A178VJP0
825413	Q9LZQ0
832596	Q501E6
29458	Q64289
8437	O95294
850515	P43568
850514	P43567
850517	P43570
850516	P43569
850511	P43565
850510	P43564
850513	P41546
143458	Q86YD5
850519	P43571
850518	D6VTK4
29066	Q8IWR0
495261	Q5XGX4
29062	A4D1P6
495265	Q5XGV3
832599	A0A178UP71
832599	F4JWQ4
814549	O97302
29068	H7BY22
29068	Q8NCP5
23200	B4DKX1
23200	B4E3T1
23200	Q9Y2G3
66008	O60296
23203	Q10713
23204	A0A024QYV7
23204	Q15041
839493	A0A178W3F7
839493	Q9LNK1
57408	Q9HBL6
23208	Q9BT88
23209	A0A024R4V4
23209	Q15049
66002	A0A0A0MR49
66002	Q9HCS2
66005	Q9BWS9
66004	P0DP58
34495	Q27571
34494	Q9VKP6
34497	Q9VKP3
362938	D3ZWS0
498	P25705
498	V9HW26
34490	B7YZV0
34490	Q9VKQ0
34493	Q9VKP7
839591	O04551
495	P20648
495	Q658V6
496	P51164
490	A0A024RBC7
490	P20020
491	A0A024R2E4
491	A0A024R2K6
491	Q01814
491	Q4LE63
492	Q16720
493	A0A024R968
493	P23634
855358	Q04867
177420	Q94215
177422	Q94207
177425	G5EDI8
177425	V6CIX1
177427	Q17543
279766	B7ZNJ8
279766	Q8BP97
177429	Q17541
177429	V6CJY6
855352	Q04951
855353	Q04952
816940	O82234
855355	P22146
855356	P32337
855357	P32497
31043	Q9V3R3
31042	Q9W5C2
31044	Q9V3T1
180692	Q19626
31046	Q9U1L2
31049	Q9W5B8
31048	H0RNC2
31048	Q9W5B9
5740544	M9NGG5
5740544	Q9W596
32893	Q9VWM4
32892	Q9VWM5
113091	Q96A98
32897	Q9VWM0
32896	Q9VWM1
32894	Q9VWM3
3934	P80188
3937	Q13094
32898	Q00IN0
32898	Q9VWL7
32898	Q9VWL9
3931	A0A140VK24
3931	P04180
3930	Q14739
3933	A0A024R8D7
3933	P31025
3932	A0A0S2Z3Y4
3932	A0A0S2Z3Y8
3932	P06239
3932	Q573B4
34722	Q9VK18
34721	Q9VK19
34720	Q9VK20
34727	Q9VK13
34726	Q9VK14
34725	Q9VK15
34724	Q9VK16
6717	B4DHQ6
6717	C9J0K6
6717	P30626
6714	P12931
34728	Q9Y143
6712	O15020
6713	Q14534
6713	Q5HYI4
6713	Q9UNR6
6710	P11277
6711	B2ZZ89
6711	Q01082
177398	Q8MXR2
177398	V6CLR1
25794	O14926
50026	Q9VFV6
187311	P91370
831403	Q3E7H2
831403	Q9LF32
855559	Q3E7A8
50178	Q9VR00
56013	B1AQX7
56013	B1AQX9
56013	Q9QWI6
224020	A0A140T8I9
224020	A0A1S6GWJ7
224020	E9Q3L2
66118	A0A1W2P7G2
66118	B2RXM7
66118	B7ZWI2
66118	Q9D1J3
50170	Q9VZG8
24468	P63018
32769	Q9VX09
32768	A0A1B2AK28
32768	M9MSF0
32768	M9MSF7
32768	Q9VX10
55529	Q8N4L2
32761	Q9VX17
32760	M9PHY7
32760	Q9VX18
32763	Q9VX15
32762	A8WHK8
32762	Q27272
181253	Q19467
55521	E9PBG3
55521	Q4R1Q4
55521	Q9NQ86
181251	G5EDS1
181251	G5EE71
181251	Q95ZV2
32766	Q9VX12
22153	Q9D6F9
22152	Q9ERD7
22151	Q7TMM9
131377	A8K5H9
131377	Q2TBA0
131375	A0A080YUZ5
131375	Q96KX0
22154	P99024
22158	O88413
813130	Q8I3F0
826671	A0A178UXP4
826671	A0A1P8B6M3
826671	Q7FZF1
834019	Q945L4
2543574	O36018
826670	O82486
24890	A0A0G2K0D4
24890	D0FYH4
24890	P06211
57436	Q8R3R8
55212	Q8IWZ6
2539433	P24865
2539680	O74306
2539432	O59825
810788	Q8IID3
55216	A0A024R3H5
55216	Q6ZUT1
6916	A0A0A0MSK3
6916	A0A0C4DH47
6916	B4DVP1
6916	P24557
6916	Q53F23
826676	A0A1P8B5U8
826676	O81632
838996	A0A178WH01
838996	Q9LRA9
184751	O17824
852822	P06104
852821	P53170
852820	P53169
852826	P53173
852825	P21147
852824	P53172
2539015	O74830
2539014	Q9USL6
2539017	O74990
852828	P53174
824958	F4J4K6
824958	Q940S9
2539010	P0CT83
2539010	P0CT84
2539013	O59794
2539012	P28876
856113	Q01766
856112	Q12480
856111	P53394
3642043	Q5A3K2
856117	Q12753
856115	Q12188
856114	Q12031
856119	P22138
856118	Q12286
2539956	O14326
130399	Q8NER5
165530	B7Z704
165530	B7ZMM1
165530	Q8N1N0
816737	F4IIK4
816737	Q9SIZ8
54575	Q5DT02
54575	Q9HAW8
2539957	Q9P7W5
853198	P53049
853199	P15703
818576	A0A178VQW0
818576	A0A1P8B085
818576	P92961
853194	P53332
853195	P53333
853196	P53334
853197	P53335
853190	P53329
853191	P46677
853192	P53330
853193	P53331
80740	A0A1U9X7Z1
80740	O95867
66043	D3Z7S4
66043	Q4FK74
66043	Q9D3D9
51146	Q9UNA3
837868	A0A178WGC6
837868	Q96514
837869	Q0WPZ7
5036	A0A024RB85
5036	Q9UQ80
5037	D9IAI1
5037	P30086
5034	A0A024R8S5
5034	P07237
5032	Q96G91
837863	A0A178WCQ3
837863	F4HP14
837863	O23717
837860	A0A178W997
837860	Q8RWK8
5031	A0A024R5I9
5031	Q15077
4435	Q99966
4437	P20585
4436	P43246
4430	B0I1S9
4430	E9PDF6
4430	O43795
2542428	P0CH06
2542428	P0CH07
2542429	O13872
2542426	O14102
2542427	O14243
246552	Q961H2
2542425	O94238
38587	Q8SX23
4438	O15457
2542420	O13833
2542421	Q10317
153830	A8K9Y9
153830	Q8NDT8
153830	Q96MT1
67255	Q3U7F6
67255	Q9ERU3
130026	A0A024R3W3
130026	Q8NDH6
130026	Q96Q33
318226	Q8IRY8
2543437	Q9HDX6
133619	Q96M27
2539959	Q9P7W0
100506144	Q8NCS4
140831	Q96MP5
140832	Q9H1F0
140838	Q8TBE9
824049	A0A178VLS3
824049	Q9M2Z5
41296	Q9VGW6
41295	Q9VGW7
41294	A0A1B2AJY5
41294	Q02427
41293	Q9VGW9
41291	A0A1B2AL87
41291	C0HK95
41290	P41900
41298	Q9VGW4
390594	C9JR72
824044	F4JF58
172278	O01422
232087	Q3THS6
232087	Q99J57
172277	O01482
172276	O01481
172276	Q86ND0
172274	H2KY56
172274	Q5TYK5
39988	Q9VVL7
39989	Q9VVL8
185408	Q93695
185409	Q93696
185407	Q93694
185404	P41883
39987	Q9VVL6
39987	X2J969
2538760	P36617
39981	Q9VVL0
39982	Q9VVL1
2538763	Q9P802
173894	A0A0K3AQZ1
173894	A0A0K3AUI8
173894	A0A0K3AWU4
173894	B1Q240
173894	B7WN58
173894	H2KZ17
173896	Q19076
173891	D7SFL2
173891	H2KZ18
173891	H2KZ19
345062	A0A140VJJ1
345062	Q7RTY5
5728983	A8IF08
317232	A1A5P9
84569	A0A080YUZ8
84569	Q6UWQ5
35999	Q7K2L4
100689048	P97260
362461	A0A0G2K543
362461	D4A5B3
851542	Q03465
203259	Q8IW50
820513	A0A178VMU4
820513	Q8VZS6
83693	I6L975
83693	Q3SXM5
83692	A0A024RC16
83692	Q8TCZ2
83695	Q9BSD3
83694	B4DSP6
83694	Q9Y6S9
83696	Q96Q05
83699	Q9UJC5
83698	A4D1Z1
83698	Q9BXU9
39679	Q95RY2
39679	Q9VUQ1
836409	A0A178UJX3
836409	B9DF96
836409	Q27GI3
836408	A0A178UC00
836408	A0A1P8BCM4
836408	O82481
836408	Q67XC6
39672	Q9VUP0
224727	G3UZT6
224727	Q3UF95
224727	Q9Z1R2
39676	Q9VUP6
39677	C0PV11
39677	M9PFC0
39677	P23487
39675	B5X0L2
39675	M9PCL6
39675	M9PI66
39675	P08761
39675	Q7KUM8
39675	Q7KUN2
1466536	Q3E7A2
827535	A0A178V453
827535	P49211
1466532	Q8TGT4
1466533	Q8TGK1
1466530	Q3E815
820746	A0A178VCB3
820746	Q8GYH7
18830	P55065
18830	Q3UE59
18830	Q3UFS5
1466538	P0C0V2
831836	Q9LZ60
30587	A0A0R4IM38
30587	O57418
831832	A0A1P8BFF8
831832	Q8GY31
172859	A0A0K3ARA0
172859	Q95ZN3
172859	Q9XVI2
831830	A0A1P8BGT0
831830	Q9LZM0
172857	O02327
175804	Q09967
172854	O02333
175801	Q10943
4349048	Q9FVZ1
172851	A0A0K3ATP9
172851	Q7Z1Z1
175802	A0A0K3AUT2
175802	Q10953
7100	O60602
7101	B6ZGT9
7101	Q9Y466
7102	P41732
7104	P48230
7105	A0A024RCI0
7105	A0A087WYV6
7105	A0A087WZU5
7105	O43657
7106	A0A024RCE1
7106	A8MVV6
7106	O14817
7107	O60478
7108	A0A024R577
7108	O76062
7109	P48553
44785	M9PEG8
44785	Q8T0D4
816915	A0A178VNP8
816915	O82213
830453	A0A178UQC4
830453	A8MRD1
830453	F4K0T0
830453	Q42569
690632	F1LRI5
5412	A0A024RDP0
5412	O95164
37789	Q9W1H6
820823	A0A178VLV9
820823	F4J030
38288	Q7KVA1
5413	Q99719
5413	X5DNA9
820827	A0A178V9N9
820827	B3H4M0
820827	F4J034
820827	F4J036
820827	F4J037
820827	Q9LVZ5
820825	A0A178VDV2
820825	Q9LVZ7
37608	Q9W208
18788	P12388
18788	Q542A3
241688	B2RUH8
241688	B7ZNV9
241688	Q8C008
33589	Q9VQT5
37601	Q9W215
37603	Q9W213
37602	A0A0B4KF28
37602	Q9W214
18787	G5E899
33583	P23803
33581	Q9VQS7
30058	Q9WVA2
496257	Q5M781
837785	A0A178WE17
837785	Q94AZ4
820517	F4JC80
820517	F4JC81
30051	Q9WTP3
30050	A2AUF9
30050	Q8BS25
30050	Q8CCH8
30050	Q9CPQ6
30050	Q9QUH1
30052	Q9QXV0
30055	P62075
30054	Q99MV7
229227	A2AAE1
229227	Q8CDG7
37780	P82804
178981	G8JY24
178981	Q27873
178987	G5ECG2
40659	A0A0B4KF92
40659	A0A0B4LGM5
40659	A0A0B4LGS6
40659	Q9VNC3
182055	A0A0M7RDX3
182055	G5EDB5
40654	Q9VNB9
40655	Q8IPQ6
40655	Q9VNC0
178989	O16369
178988	O16368
833570	G4WU80
833570	P14714
37782	A0A0B4LGC8
37782	O77475
40653	A0A0B4KG56
40653	A0A0B4KGJ5
40653	Q9NIV1
226562	A0A0A0MQ79
226562	Q3TLH4
226562	S4R294
226562	S4R2J9
37783	Q9W1H9
22771	P46684
268564	Q5YB37
268564	Q91VL9
37784	Q9W1H8
14778	P46412
37785	O77459
43261	Q9VB79
813903	Q8ID39
838291	A0A178W560
838291	F4I7G8
838291	Q8VZQ3
819424	A0A178VTM3
819424	Q39089
811219	Q8I5N5
811218	Q8I5N6
2655409	C0H4S2
2655408	Q8IAN9
68550	Q5SSK3
68550	Q8BTE4
811215	Q8I5N9
2655400	Q8IAM1
45784	Q8IP94
45784	Q9VKB0
5591	P78527
5590	Q05513
2768853	Q7KPA5
2768852	A1ZBL5
2768852	A1ZBL7
2768852	A1ZBL9
2768852	E1JGM9
2768852	E1JGN0
2768852	Q6NPA6
2768852	Q7YU80
2768852	Q8MQR8
2768852	Q963E5
2768852	Q963E6
2768852	Q9V8V8
5595	L7RXH5
5595	P27361
5595	Q9BWJ1
5594	P28482
5594	Q1HBJ4
5594	Q499G7
5597	Q16659
5596	B4DEW2
5596	K7ELV1
5596	P31152
5599	A1L4K2
5599	P45983
5598	A0A024QZ20
5598	Q13164
89782	B4DR62
89782	Q96KR4
10349	Q8WWZ4
38208	Q9W0A8
38209	Q9W0A7
106389	K4DI60
106389	Q91ZD6
38204	Q9W0B3
38205	A0A0S0WGR0
38205	Q9W0B2
38206	A8JNI2
38206	Q7YZ99
38206	Q86BP9
38206	Q9W0B0
38206	X2J8K5
38207	Q9W0A9
234663	Q6PDL0
38202	Q24039
398131	Q9PUN2
174864	Q9U211
3769879	Q1G3I2
174866	Q9NA76
13690	A0JNY7
13690	Q62448
174861	A5PEX6
174861	G2HK02
174861	G2HK03
174861	K8ESL3
174861	Q9U207
174862	Q9U213
174863	Q9NA78
174869	Q9U210
829133	Q9SZW3
43358	Q9VAX8
11200	O96017
11202	A0A0A0MQY9
11202	O60259
834719	Q9FIP9
834718	A0A178UAW4
834718	Q9FIQ0
852714	P53032
43350	Q8IMM7
43350	Q8IMM8
43350	Q9Y137
43351	A0A0B4KHR6
43351	Q8MT36
43352	A0A0B4KHZ9
43352	Q8IMM6
43352	Q9VAY4
43353	Q9VAY3
287005	Q9JI15
852717	P53110
43356	Q9VAY0
834712	A0A1P8BF82
834712	C0SVS7
834712	Q56XR0
19072	Q543B9
19072	Q9QUR6
19073	P13609
19070	E0CXA9
19070	Q6PEB6
38940	Q9VSH7
830009	A0A178UT21
830009	Q5PNS9
830008	A0A178V0N0
830008	F4JTQ0
830008	Q9SZN1
19074	Q545D8
19074	Q61878
19075	P20664
19075	Q5FW94
830005	A0A178UYU5
830005	Q940H5
4212	A0A024R9L4
4212	B3KP81
4212	B3KPD8
4212	B7Z6F6
4212	O14770
830001	Q8GYU3
830000	A0A178UUK9
830000	Q93ZY2
830002	Q39108
65008	Q9BYD6
65009	A0A024R6V8
65009	A0A0S2Z5L7
65009	A0A0S2Z5R7
65009	B7Z9X4
65009	Q9ULP0
398304	Q8QG78
379960	A0A1L8F992
379960	Q7ZYR9
38945	A8JNN5
38945	Q9VSI2
832657	A0A178UAR6
832657	A0A1P8BDF1
832657	A0A1P8BDG6
832657	Q9XGZ0
852712	P53107
155151	Q91ZN1
65005	Q5SZR1
65005	Q9BYD2
1773	P24855
839529	G4WTR2
839529	Q96524
64759	Q68CZ2
215449	Q52L50
215449	Q99JI6
839521	A0A178W3N1
839521	Q9ZVT7
839523	A0A178W1B0
839523	A0A1P8ASZ4
839523	Q9LMM5
64750	Q96DE7
64750	Q9HAU4
64757	Q5VT66
64756	A8MRA7
64756	I3L448
64756	Q5TC12
839527	A0A178W4H0
839527	P93819
64754	B3KN46
64754	Q9H7B4
314856	A0A0G2JVC1
314856	D3ZVH5
812743	O96235
55989	Q6DFW4
235041	Q8BX02
812748	O96240
817894	A0A178VXT0
817894	Q0WU05
817894	Q38831
173074	G5ECH0
173073	A0A023T4K3
173073	P49029
173070	O45712
173071	O45713
842693	F4I570
842693	Q8L7N4
173078	G5EFT5
842696	Q9CAK4
177987	E2JKY8
177987	E2JKZ0
177987	L8E938
177987	L8EC32
177987	Q23542
177984	D3YT36
177984	D3YT37
177984	Q23539
177985	A0A061ACP3
177985	Q23541
177983	Q23546
856004	Q02887
67771	Q9CPW4
70650	Q9CYA6
856007	P48527
177988	Q23543
177989	E2JKY9
177989	Q23536
191722	G5EGP2
856006	Q02889
2541848	Q09813
31845	M9PJF5
31845	Q9W385
215194	F6WIU1
31844	Q7YZA2
19696	A4QPD3
19697	Q04207
19697	Q548Y4
289608	B5DEZ6
19692	P43137
19692	Q3TV26
842344	P42339
31846	Q9W384
14870	P19157
16161	A0A1D5RL98
16161	Q60837
42409	Q8MSA3
830141	O65669
830141	Q5XF35
42402	B6IDZ4
42402	Q9VDP5
42400	Q9I7J0
46386	Q9VLL5
832717	Q8GXF7
16162	D3Z6H5
16162	P97378
832713	A0A178URN6
832713	A0A178UT03
832713	F4K180
832713	Q8L7S8
832710	A0A178UCJ7
832710	A0A178UDQ9
832710	O04905
830144	F4JJ27
830144	F4JJ28
830144	Q94FB9
52323	G3UW75
52323	Q8BUL5
11037	B2RB25
11037	Q9Y6Q2
832718	O82462
9133	O95067
396427	P09207
9131	E9PMA0
9131	O95831
7922	A0A024RCX7
7922	B4DZZ8
7922	Q92504
836873	Q08467
9135	B4DMM4
9135	Q15276
9134	A0A024R9B0
9134	O96020
10647	O95969
10644	B3FTN5
10644	B4DKT5
10644	F8W930
10644	Q9Y6M1
10645	A0A024RBP6
10645	A0A024RBP8
10645	A0A024RBQ0
10645	A0A024RBQ3
10645	Q96RR4
10642	Q9NZI8
10643	O00425
10640	O00471
10641	Q8WTW4
176164	P34278
176161	P34286
176168	P34400
818467	A0A178VPA1
818467	F4ITY4
5909	A0A024RAB5
5909	P47736
5909	X6R8W7
236539	Q61753
831061	Q94A94
831062	A0A178UG53
831062	Q9LYI4
283807	A0A1W2PQW8
283807	Q6P050
824112	Q9SG02
71177	Q8QZV7
824114	Q9SCK7
824115	A0A1I9LNJ5
824115	Q9SCK6
20807	Q9JM73
824119	A0A178VAP5
824119	Q9SCK2
80097	B8ZZ87
80097	Q6NZ67
80095	A0A024R4S7
80095	B4DFC8
80095	Q8WXB4
80095	Q9H7U2
54916	B3KN73
54916	Q9NX78
362173	Q5M9G3
254552	Q8WV74
80099	Q9H7B7
176295	A0A131MCD3
176295	Q03601
176298	Q03609
49713	A0A0C4DHD7
49713	Q9W1F1
10347	B3KUJ3
10347	Q8IZY2
829443	A0A178V132
829443	Q6Q152
829441	A0A178V3R3
829441	Q8L9S3
829440	O48917
829446	A0A178UWR6
829446	Q8VZH2
829444	O82647
829449	Q84TE2
158471	A0A088AWP5
158471	B4DJW7
158471	B4DSQ3
158471	D6RTK6
158471	G8XWS8
158471	Q5JUB8
158471	Q8WUY3
812630	O96138
844788	A0A1B1W4S3
844788	P56760
200909	F6WC43
200909	Q70Z44
821697	A0A1I9LMF3
821697	Q6A332
821694	A0A178VGR3
821694	Q9LIF6
821691	Q9LIF9
851628	P54857
820128	F4J1A4
820128	Q9SF32
851624	P14682
851625	Q12355
851626	Q12025
851627	Q99220
851620	P00942
851621	Q99288
851623	P32325
11991	G3X9W0
11991	G5E8G0
11991	Q60668
54583	Q9GZT9
54583	R4SCQ0
11992	A0A0R4J023
11992	E9QMT1
11992	Q9JLZ3
54585	Q9NQ48
11994	Q99PJ1
179117	O16313
179115	O16311
179111	O01489
2542319	Q09817
215387	Q8C156
179119	A6PVA5
179119	O16314
53584	Q9VMG1
53585	Q9V9C8
53580	M9PGR0
53580	Q9W381
53581	A4V448
53581	Q9W3K5
13171	P53395
13170	A0A1B0GS46
13170	Q3USN7
13170	Q60925
90187	Q9NT22
13175	A3KN70
13175	A8IP62
13175	H7BX36
13175	Q80VB6
13175	Q8BRN4
13175	Q8CCN4
13175	Q9JLM6
13175	Q9JLM8
13176	P70211
13176	Q3TZP5
176834	Q9N425
840452	Q9LQF0
176830	Q9N431
176832	Q9N428
176832	U4PB86
361585	F1M7B8
54059	P58557
54059	Q8TBC8
54058	P58505
844340	A0A178WMN8
844340	A0A1P8AV18
844340	Q93ZJ9
844343	A0A1P8ART2
844343	Q0WN54
35370	Q9I7L6
35370	Q9VIG5
844345	A0A178W1K2
844345	A0A1P8AN73
844345	Q42563
844344	A0A178WCP7
844344	A0A1P8AP84
844344	F4HQF8
844344	F4HQF9
844344	Q9SSD3
844347	A0A178W7J7
844347	Q9SSD2
224829	Q8BXJ2
830827	A0A1P8BAR6
830827	Q9LXD1
844348	A0A178WJY8
844348	Q9SSD1
830825	A0A178UMW0
830825	A0A1P8BBQ0
830825	A8MRP1
830825	B3H560
830825	F4KDZ4
830825	Q9ZP05
830824	A0A178UER1
830824	Q9LXC9
20379	Q9Z1N6
20378	P97401
824802	A0A178VDJ0
824802	Q9LYK8
824803	A0A178VML1
824803	Q9LY04
824804	Q9LY03
824807	Q9LY00
824808	A0A1I9LLR2
824808	F4IZF5
824808	Q9LXZ9
2542314	O13741
20375	P17433
20375	Q3U5L4
282869	A3KMV5
20377	Q8C4U3
2542315	Q09839
828311	A0A1P8B652
828311	Q38898
828313	A0A178USP0
828313	Q94AZ8
828314	Q7X6T3
828316	A0A178UZH3
828316	O49627
100769827	G3GY25
828318	A0A178UXK0
828318	F4JL45
828318	Q6NMS3
828319	O49629
67513	Q3UN58
216363	A0A1W2P7K6
216363	Q68EF0
216363	Q8BR32
246670	Q8MKK0
27177	Q9NZH7
395442	O93467
66647	Q9CPR8
66645	Q8R326
148932	Q70IA8
148932	X6R3L3
833871	Q9FMC2
826409	Q39008
293939	B1WBY7
826406	A0A1P8B722
826406	A0A1P8B727
826406	Q9M0T3
826407	O81472
826404	A0A178UV67
826404	A0A2H1ZEL9
826405	A0A178V260
826405	Q9M0T4
290614	D3ZAX5
2540758	Q9UUD0
2540757	O42973
2540754	O94694
2540755	Q9C1W6
2540753	Q9P7R9
2540750	O60159
2540751	O42979
833577	A9LLI7
29515	G3V7W3
217109	Q3U3Q3
217109	Q5SSI6
217109	Q8BHW1
23779	P85298
23779	Q6PJW1
1326	P41279
1326	Q6FG25
1327	H3BNV9
1327	P13073
1327	Q86WV2
1325	O00230
1325	Q8IUV6
23770	A0A024R7P2
23770	B2R8G6
23770	Q14318
815962	A0A178VT51
815962	O80977
1329	P10606
23774	A0A024R4V5
23774	A0A024R4W4
23774	O95696
23774	Q59G93
446309	Q6DJJ1
8682	B1AKZ4
8682	B1AKZ5
8682	Q15121
8682	Q96FS5
8683	Q13242
59265	Q9WTR8
8681	P0C869
8687	O76015
59261	H0RNI1
59261	Q9V9A7
8685	Q4ZG40
8685	Q9UEW3
216157	Q8CIV2
8688	O76014
8689	O76013
268977	Q8CG19
59269	Q5T1R4
27067	A0A0A0MTC4
27067	A0A0A0MTC6
27067	A0A0A0MTD1
27067	A8K276
27067	E9PH62
27067	F8VPI7
27067	Q4LE57
27067	Q9NUL3
119385	Q8TF27
92126	Q8IZU8
92129	Q0D2K3
840907	Q9C8C4
319168	A3KPD0
319168	Q8CGP6
174478	Q18967
174477	Q18966
35032	Q9VJF6
35033	Q9VJF5
35034	Q4V424
50773	A2A9X5
50773	Q9JM14
27173	A0A0A0MTL8
27173	Q9NY26
51348	A0A0C4DFN7
51348	A0A0C4DGY9
51348	Q4KN30
51348	Q9NZS2
32568	Q9VXK5
55728	B2ZZ87
55728	Q86UW6
55729	A0A024RAY1
55729	B3KNI7
55729	B3KQF8
55729	Q6VMQ6
32563	Q9VXK9
32561	B7Z0Y2
32561	M9NDY9
32561	M9NH46
32561	M9PER2
32561	M9PH86
32561	Q7KUY7
32561	Q9VXL1
32561	X2JE21
32567	M9PHV1
32567	P40427
55723	A0A024R7G4
55723	Q9NVP2
32565	Q9VXK7
32564	Q9VXK8
389114	Q6ZS27
810321	Q8IJN0
833874	B3LFA4
107975	Q8K212
107976	Q8K3W0
20265	A2APX8
126326	Q8TF64
256130	B7WNR7
256130	Q5HYL7
126321	Q6NUT3
126328	Q86Y39
7852	A0A0U3FJG0
7852	A0A0U3GXA9
7852	P61073
142980	Q99MB1
234857	Q8K1S6
117581	A0A024R4D4
117581	Q8WVJ9
117583	Q8TEW8
117584	Q8WZ73
126231	Q86YE8
816430	O64477
22422	E9Q5E3
22422	P28047
22422	Q6NZR1
22422	Q6PDY6
22421	P24383
22420	P22727
816434	A0A178VWQ1
816434	O64481
816436	C0LGK5
816436	O64483
114584	Q542F1
114584	Q9Z1Q5
57574	Q9P2E8
26330	A0A0K0K1K1
26330	O14556
819155	O22126
420398	Q5ZMA0
844295	A0A178WCL4
844295	A0A1P8ASK1
844295	A0A1P8ASQ6
