yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CF3FI	Entry
72141	Q8VDL4
268470	Q3UE37
116372	Q8N2G4
5740513	Q29R20
5740513	R9PY29
5740513	X2JCU8
64795	Q9H871
27528	Q07475
27528	Q542Q5
839566	A0A1P8AUL2
839566	A0A1P8AUL4
839566	Q1KPV0
825468	A0A178V922
825468	Q9LYC8
4338764	Q6L545
825467	Q9LYC9
825462	A0A178V9A8
825462	Q9LZH9
170699	Q5PQW5
680522	D3ZBN0
170691	Q8TE56
818161	Q9SJ62
139422	Q96LZ2
115265	Q96D03
3361535	Q8TFG6
3361532	Q10156
3361533	Q9HGK2
35268	Q9VIS0
2538854	Q9UU82
2538855	O74834
2538852	Q92380
2538853	O74467
2538851	O74857
35261	Q8ST61
35260	M9NEU8
35260	M9PBE3
35260	M9PD79
35260	Q2PDT3
35260	Q9VIS7
35262	Q9VIS5
35265	A0A0U1RVK6
35265	Q9VIS3
35265	X2JES1
35264	Q9VIS4
35267	E1JHM0
35267	E1JHM1
35267	M9PDR8
35267	Q9VIS1
35266	Q04787
23253	Q6UB98
23252	Q5T2D3
132671	A0A140VKF4
132671	Q8TC71
23250	E9PEJ6
23250	P98196
23250	Q659C3
23250	Q6PJ25
23256	B7Z5N7
23256	B7Z738
23256	Q8WVM8
23255	Q9Y4B5
23254	Q674X7
188703	D4YW53
188703	G5EFF1
23259	B3KPM6
23259	O94830
23258	Q6IQ26
812232	Q8IKF5
828639	A0A178V5X6
828639	Q8VYS5
109241	B1AYB5
109241	B1AYB6
109241	Q69ZJ2
30960	Q9WV55
379083	Q7ZYT5
181823	O02058
30968	A0A087WYB4
30968	Q9UJZ1
816939	A0A178VPM7
816939	O82233
816938	A0A178VW91
816938	A0A1P8AY72
816938	B6DVK0
816938	O82232
24318	P61169
31767	Q9W3G6
177476	Q3LQX0
177476	Q86PJ4
3772247	Q7K2V9
816937	F4INP5
816937	Q147F7
55589	Q9NSY1
816931	A0A1P8AYC4
816931	A0A1P8AYI8
816931	O82226
177473	Q21444
228421	Q91WD7
825501	A0A178VBW7
825501	F4J0Y1
825501	O22100
286046	Q5GH73
286046	Q96KT3
55586	Q9UGB7
72508	Q3UXD8
72508	Q8BSK8
72508	Q8C3J7
39976	Q9VVK5
8621031	O77203
855412	P48559
855411	P48558
855410	P42847
855417	P48561
855416	P48560
855415	P0CX49
855415	P0CX50
855414	P07281
6767	A0A140VKA6
6767	B4E0U6
6767	P50502
6767	Q0IJ56
6764	P78524
6760	A0A024RC40
6760	B4DLD3
6760	B4DR34
6760	B4E2J6
6760	Q15532
6760	Q4VAX0
839231	A0A178W2W3
839231	Q9LQ96
852298	Q12217
852299	Q12193
114562	Q63692
852296	P00817
852290	P38212
852291	P38067
852292	P38213
852293	P38124
811040	Q8IHN2
114335	A6NKQ9
34572	Q9VKG9
114566	Q99M74
54498	Q9NWM0
100760101	G3HFY4
820919	A0A178VLH3
820919	Q9LUR6
55584	Q9UGM1
231051	F8WI37
366189	D4A5U3
114564	Q8BYZ8
811041	Q8IHN1
10873	B2R995
10873	Q16798
10873	Q6TCH8
43844	Q59DN5
43844	Q9V480
108071	B2BH30
108071	B7ZMP7
108071	E9QMC2
108071	Q3UVX5
108071	Q4VA56
55585	Q7Z7E8
43841	H9XVP2
43841	L0MPR2
43841	Q8IM86
43841	Q8IM87
43841	Q9V483
43841	X2J9E1
43842	Q7KQM6
41578	Q9VG24
22072	P07146
22072	Q792Y6
828473	A0A178V3N2
828473	A0A1P8B8W1
828473	A0A1P8B8W5
828473	Q9SUQ4
3948	A0A140VKA7
3948	P07864
11797	Q62210
828474	A0A178UWM7
828474	C0LGR2
828474	Q9SUQ3
55582	Q86VH2
173574	O16580
852870	P25339
852871	P12383
852872	P25340
852873	P21243
852874	P25338
852875	P07264
852876	P05030
852878	P38929
852879	P53195
2539066	O94405
2539067	O74892
2539061	O94407
2539062	O74648
2539063	O94404
856140	Q12402
856141	Q12028
856142	Q12734
856143	Q12311
856144	Q12038
856145	P07263
856146	Q12406
856147	P32288
856148	P41807
856149	Q3E752
2539471	O74898
374462	A0A087WZU1
830892	A0A178UPI6
830892	Q9SBF3
128153	Q96L03
820915	A0A178VP70
820915	Q940B8
51142	Q9Y6H1
854439	P48606
84394	G3V997
5049	P68402
5049	V9HW44
5048	P43034
854432	Q08702
854433	P53549
854430	Q08693
854431	P06704
854436	Q08726
854437	Q08729
854434	P09032
854435	Q08723
38578	Q9VZ85
27218	Q544K1
27218	Q9QUM4
2268	P09769
2268	P78453
839907	A0A178W2X4
839907	A0A178W3M8
839907	A0A1P8ANQ5
839907	A0A1P8ANR3
839907	Q93VD3
839906	A0A178WBW1
839906	Q9C754
38571	Q9VZ94
38576	Q9VZ87
824851	A0A2H1ZEL1
38574	Q9VZ90
839900	Q9C534
824850	Q9LES5
362401	Q5XIP9
824857	Q8GWR1
233064	E9QK36
404093	Q6AHX0
404093	Q9NWM3
34977	Q9VJK8
33083	G7H830
33083	M9PJS1
33083	Q9VRE2
33082	Q9VRE0
33081	Q9VRD9
24503	G3V8Q2
2540093	O42895
33085	F0JAF4
33085	M9PHP2
33085	Q9VRE4
240427	Q9Z180
103677	P61406
20849	P42228
20849	Q3V157
285761	Q8N8Z6
246212	O35412
20848	P42227
20848	Q3ULI4
20848	Q6GU23
246217	G3V856
837505	P43333
837506	P92948
360801	D3ZXN9
317923	Q8IQV0
818895	A0A178VQG3
818895	Q9SJG4
172225	G5EBE3
36109	Q7JQH9
36109	Q9V3K9
36108	Q8MKJ6
820235	A0A178VDL8
820235	Q38870
820234	A0A178V9H6
820234	Q9CAF4
820233	A0A178VDV1
820233	F4J3V2
820233	Q9LPN5
44235	A0A0B4KGE5
44235	A0A0B4KH12
44235	A0A0B4KHG7
44235	A0A0B4KHT0
44235	A8WHL4
44235	Q9VDK5
36101	A1Z893
36103	A0A0B4KF96
36103	A1Z897
36102	A0A0B4K851
36102	A0A0B4KFL0
36102	A0A126GUM4
36102	Q4Z8K6
36102	X5D3H6
36105	A0A0B4K7M1
36105	Q9V5L3
36104	D5AEN0
36104	P16378
36107	A1Z898
820238	A0A178VFU0
820238	Q9CAF6
300860	F1LU78
84530	A7MD48
84530	V5T9A0
84532	Q1RMZ4
84532	Q9NUB1
18772	P97350
18770	E9Q509
18770	G3X925
18770	Q3UEH4
18770	Q3UEI4
18771	O70477
33555	Q9VQQ0
33554	E0R7Q5
33554	Q9VQP9
33557	Q9VQQ3
824153	A0A178VF24
824153	P51414
819334	A0A178VRI9
819334	Q8VZL6
287019	A6QL99
287019	P26285
41559	Q9VG44
67469	Q9DBL9
41557	Q9VG46
41550	E1JIJ5
41550	P31409
41551	Q9VG51
41552	A0A126GUU0
41552	Q9V3G6
39625	Q9Y1A7
39624	M9NE98
39624	Q9VUI8
39627	G2J631
39627	Q9VUJ0
39626	A4IJ72
39621	Q9VUI5
39620	O16528
218503	Q3UQN2
83629	Q9QX10
39629	Q9VUJ2
39628	Q9VUJ1
226098	B2RPZ5
226098	Q8CDU6
388468	B2RU33
4961439	E5LBS7
4961439	Q2HRC8
828349	A0A178UYT2
828349	Q940Y1
494688	A0A1L8HI53
494688	Q640E9
29799	O60688
174107	P35799
174106	A0A1N7SYW9
174106	P35800
174105	Q09485
25502	P54370
185096	Q19890
159989	E9PLX9
159989	Q05D60
71764	Q3U590
71764	Q80X80
71764	Q9DBJ2
71765	A0A0R4J0W0
71765	Q8VEM9
71766	A0A158RFV1
71766	Q9CW46
89953	A0A024RCZ8
89953	Q9NSK0
25506	P04785
89958	Q86UD0
76233	Q3THA4
76233	Q99LB0
229277	B2RS16
229277	Q6PE84
12590	P18111
8045	A0A024RCE4
8045	Q02833
12592	Q07424
12592	Q78Z64
8048	A2TDB8
8048	P50461
394405	A0A1L8FTB0
394405	Q9W705
6240858	A0A178VT13
6240858	A0A178VUU1
6240858	A0A1P8AYG6
6240858	A0A1P8AYM2
6240858	B3H4X8
229279	Q0VG47
229279	Q3UZG3
229279	Q5FB19
229279	Q5U3M2
229279	Q8BG05
819277	A0A178VYU9
819277	Q9ZNV4
2260	A0A0S2Z3Q6
2260	A0A0S2Z3T4
2260	P11362
84804	B4DKY6
84804	Q8NBP5
79091	Q9BUU2
833509	Q9FJB4
821232	Q8LAT0
44900	Q9W362
23318	A0A0C4DFM7
23318	Q5TAX3
833502	A0A178UB05
833502	A0A1P8BGJ7
833502	M5BEH1
833502	Q9LDI3
319026	M9PBM5
319026	Q8SZU1
319020	Q8IPI2
217219	A2A699
831728	Q9LYZ0
65059	C9K0J5
65059	Q70E73
379913	Q7ZTR0
838621	A0A178WHI4
838621	Q39227
152877	C9JYQ7
152877	Q6NSI3
150353	Q7Z6W7
65057	Q96AP0
65056	D4PHA4
65056	Q86WP2
65055	A0A1C7CYY3
65055	E7EUF7
65055	Q9H902
155185	A4D202
155185	Q400G9
811246	Q8I5L1
226352	Q8BGS1
2539848	O59865
2541591,2539846	P0CT77
2541591,2539846	P0CT78
2539847	P36616
2539844	P87320
2539845	Q09743
2539842	O60095
2539843	O60125
2539841	Q10203
843198	A0A178WH27
843198	Q8L9R6
734641	Q4KLT2
10444	A0A024R8B0
10444	Q7Z7L7
2655476	Q8IB88
843194	Q9SX27
116986	A0A024RB55
116986	F8VVT9
116986	Q99490
842822	A0A178WJD9
842822	Q9S9J5
140032	Q8TD47
160851	A8K0I1
160851	B4DYW1
160851	Q86XP1
280794	B8Y9S9
280794	B8Y9T0
280794	G5E5A9
160857	Q5T0U0
177577	H2KZD4
177577	Q95QQ9
158293	E9PCY8
158293	Q5T036
158297	B3KQ57
158297	F6S232
158297	Q5VZT6
158297	Q8IYX7
819273	A0A1P8B2J1
819273	Q9ZPX8
81572	Q9NUG6
843442	A0A178WJE0
843442	B3H660
843442	Q9C9A6
81570	A0A140VK11
81570	Q9H078
13644	Q64355
81576	B7Z1U2
81576	P13994
13642	P52800
13642	Q4FJM3
843445	A0A178W5Y0
843445	Q9C9A3
81575	A0AVN6
81575	Q96LR9
843449	A0A178WE07
843449	Q9C999
81579	Q542Y6
81579	Q9BZM1
13649	Q01279
13649	Q3TQS6
13649	Q9EP98
13649	Q9WVF5
814165	Q8IDX9
43308	Q9VB27
116984	A7E2A5
116984	Q8WZ64
43300	A0A0B4K6K0
43300	A0A0B4K7N1
43300	B7Z0R1
43300	Q9VB35
43307	Q9VB28
43306	Q9VB29
84807	Q8NI38
5818	Q15223
5819	Q92692
67490	Q8CCJ3
286906	A0A0G2JSZ5
286906	Q63081
5810	A0A024R045
5810	O60671
71069	Q499E5
5813	Q00577
5814	Q96QR8
835219	F4KD92
835219	Q8W4Q5
5817	A0A0A0MSA9
5817	A0A0C4DG49
5817	A8K4I1
5817	P15151
839577	A0A178WGE7
839577	Q8LPS6
839574	A0A178WCE6
839574	F4HQG6
839574	Q9SP32
12517	P21855
12517	Q3UB58
12517	Q3UNJ0
12517	Q3UZ35
839570	A0A178WBD1
839570	A0A1P8AT43
839570	B0FV08
839570	Q38822
17349	Q3V042
17349	Q8JZS2
17349	Q9QWV4
17347	A0A0R4IZX7
17347	Q3TPM2
17347	Q8CDB0
17344	F8WHS8
17344	G3UWE3
17344	Q3V3U5
17344	Q8C5D8
17345	E9PVX6
17342	Q08874
17342	Q32MU7
17342	Q8C6Y4
839578	A0A178WF97
839578	Q5XEP9
839579	A0A178WLC4
839579	Q93V56
90861	Q9H910
90864	Q6PJ21
90865	O95760
192683	A0A0A8K8F5
192683	Q8TAC9
830364	A0A178UDK9
830364	F4JXR3
830364	Q9FMC5
830366	A0A178UQJ5
830366	Q06850
830362	A0A178UR99
830362	Q9FMC7
830363	A0A1P8BBU8
830363	Q8L5X9
828463	A0A178V247
828463	Q9SUR3
828460	F4JP99
828460	Q9SUR6
235036	Q91YU8
828467	A0A178URY2
828467	Q9SUR0
828464	A0A178UZN2
828464	Q0WVZ0
828464	Q9FE38
828465	A0A178V4I3
828465	Q42479
305501	A0A0G2JVD9
305501	D4A9W4
4880	E5LCN7
4880	P23582
7424	P49767
855944	Q99373
348738	Q96LS8
287015	Q8IWZ5
4882	P20594
415296	P53478
124245	B4DTK7
124245	E7ERS3
124245	Q86VM9
64011	P60761
64012	Q9JIL8
4883	A8K4A5
4883	C9JK69
4883	P17342
4883	Q60I31
64015	Q9JLP1
832298	A0A178UBM9
832298	Q56XY2
832296	A0A178URW6
832296	Q9FMR6
20877	O70126
832294	F4K9U7
832294	Q84TE7
20873	Q64702
855940	Q12254
191797	Q17760
855943	P26637
260305	P59240
4887	P49146
260302	A2A9W7
260302	Q8BMI3
494744	A0A1L8HGZ8
494744	Q63ZR9
842311	A0A178WH73
842311	O80739
826941	Q9SVQ3
842317	Q2PS26
292994	F1M4A0
171800	A0A061AJJ5
171800	Q9TXI4
821625	A0A178VGP6
821625	O24606
821622	A0A178VF76
821622	Q9LT47
90288	B3KXU6
90288	Q6NXP0
821620	A0A178VJA9
821620	F4JES7
821620	Q84R14
7957	H0UI04
7957	H0Y6I8
7957	O95278
9168	P63313
9169	Q99590
836617	A0A178URI4
836617	B4F7R3
836617	Q9LV85
10691	B1AT47
10691	B2RCN8
10691	Q9Y692
10690	Q9Y231
10693	Q92526
9167	O14548
9167	Q6FGA0
10695	Q9BT09
10694	P50990
10694	Q7Z759
9162	E7EWQ4
9162	E9PFX6
9162	O75912
9162	Q59GE2
292778	D4A531
42160	Q07407
42161	Q9VED4
827500	Q8GWP0
39820	D5AEK7
39820	Q961F9
39820	Q9VV51
42164	Q9VED1
83445	F1T0A0
83445	F1T0A1
83445	G3XAB9
83445	Q2KHT4
42166	A0A1B2AJS4
42166	Q9V3L6
42169	A0A0B4KHB9
42169	A0A0B4KHP7
42169	B7Z0L6
42169	B7Z0L7
42169	Q0KI58
42169	Q5BIJ2
42169	Q8IN89
42169	Q8IN90
42169	Q9VEC6
2543143	O60052
831015	Q9LYE5
823729	Q9LZU4
831016	A0A178U9N5
831016	A0A1P8BCY0
831016	P82715
831010	Q8L7E5
836633	B3H480
836633	Q66GQ6
52683	E9PY48
52683	Q8BSP2
51128	Q9Y6B6
362862	Q66HD0
53557	A0A0B4KED7
53557	A0A0B4KEK5
53557	E2QC70
53557	Q9U1I1
53556	M9PFL3
53556	Q9VUU5
10525	B3KXH0
10525	B7Z602
10525	B7Z766
10525	Q6IN67
10525	Q9Y4L1
853373	P40359
10523	Q8IWX8
10522	O75398
10521	A0A1W2PQ51
10521	Q59F66
10521	Q92841
841756	A0A178WDV9
841756	Q9MAH8
90134	Q9NS40
853374	P40360
16978	A0A087WPK3
16978	A6H5U5
16978	G5E8E1
16978	Q3UZ39
16978	Q8BLV4
10529	O76041
10529	Q59FZ8
53558	A0A0B4LEJ6
53558	Q7KGH1
223601	Q921M7
823978	Q93VK9
8871	A0A1W2PR85
8871	B4DG94
8871	O15056
54683	P99029
54680	Q9NWK9
54681	Q9NXG6
8875	O95498
8874	A0A024RDY9
8874	B7Z344
8874	B7Z6G2
8874	E9PDQ5
8874	Q14155
8874	Q5W9H1
8877	Q53ZR5
8877	Q9NYA1
8876	O95497
8879	O95470
8878	Q13501
40710	A0A126GUQ5
40710	Q9Y0Y6
654470	Q8BZ64
829411	Q8LA21
829414	A0A1P8B8L2
829414	A0A1P8B8L5
829414	F4JV54
16973	Q91VN0
829419	A0A178V5T5
829419	Q9M077
2745555	A0A178VV80
2745555	Q3E7S1
16970	G5E880
16970	Q3TVR1
16970	Q3V3H7
16970	Q60664
211660	B2RX88
40800	Q8MRE6
16971	A0A0R4J0I9
16971	Q3U454
16971	Q91ZX7
44573	A4V402
44573	P49071
67543	Q9D4E6
851659	P35179
851658	P33304
838804	A0A178WIX8
838804	A0A1P8AQ82
838804	Q9LR78
851655	P38960
851654	P32896
851657	P38962
851656	P38961
851651	P38958
851650	P38957
851653	P38959
851652	Q3E7C1
158931	A0A024RCH0
12268	P01029
12268	Q3TYN1
380143	Q7ZYI5
57210	B2RXG1
57210	E7EV90
57210	Q5BKX6
831023	A0A1P8BAI6
831023	F4JXW4
831023	Q94FL9
380147	A0A1L8HC12
380147	Q91859
361532	A0A0G2JWM2
361532	Q5RJQ4
3896756	Q4R136
31794	M9PE13
31794	Q9W3E0
31867	Q9W365
851387	P32770
851386	P32771
851385	P32772
851384	P26370
851383	Q12680
851381	Q12515
851380	P32891
851389	P06100
851388	Q12055
443577	A1A5K3
12262	Q02105
840403	A0A178W662
840403	F4HWQ5
840403	P46077
151742	Q5SGD2
1489080	A0A0M4ATQ1
1489080	A0A160CCW9
1489080	P03120
1489080	Q549Q0
79751	Q9H936
79753	B1AK66
79753	Q8TAD8
79752	Q8TCF1
79755	Q32MQ0
79754	Q8WXK3
79759	A0A024QZD9
79759	A8K1I4
79759	Q96K58
79758	A0PJE2
844314	A0A178W4H6
844314	Q9CA83
844312	F4HQA1
729991	Q96FH0
34338	P52295
34339	Q9VL44
252983	B5MCT9
252983	Q6ZWJ1
179498	Q18953
175778	H2KYG4
175778	O45137
34330	M9PB86
34330	P23645
175776	O45134
217698	Q6Q2Z6
217698	Q91YQ6
179495	H9G2X4
179495	H9G2X5
179495	H9G2X6
179495	H9G2X7
179495	Q18951
179495	Q564Z6
179495	Q564Z7
179495	Q8I4L9
179495	Q9XVV1
179492	Q18948
175772	P98080
34336	Q9Y156
175770	Q20874
843839	Q6F6B5
822048	A0A178VH94
822048	A0A1I9LLV2
822048	A0A1I9LLV3
822048	Q9C5C7
54637	Q9JIG8
10531	Q5JRX3
843832	A0A178W260
843832	Q9S7L5
35062	Q9VJC5
843830	F4HXD1
843830	Q9C9P3
35060	Q9VJC7
843836	A0A178WH00
843836	Q681W6
843836	Q9XJ27
35066	Q9VJC1
35065	Q9VJC2
843835	Q9C9P4
188148	O16525
10858	Q9Y6A2
118980	A0A0C4DGR6
118980	Q96NB2
10536	Q8IVL6
10537	A0A1U9X8S6
10537	O15205
818262	A0A178VS31
818262	A0A1P8B126
818262	Q9SJL7
67891	Q564E8
67891	Q9D8E6
90141	Q9BUY7
67895	Q4FK49
67895	Q9D819
841765	A0A178WJH6
841765	Q9MAH0
67899	Q9CPZ8
146909	A0A0C4DGP2
146909	A0A0C4DGP5
146909	Q6NWY8
146909	Q86Y91
23601	A4D1U7
23601	Q14DL9
23601	Q9NY25
114088	Q9C026
116743	O35179
126353	Q8IVT2
2541240	O13647
815938	A0A1P8B2S5
815938	Q9ZQR3
23729	A0A0B4J2A0
23729	Q9UHJ6
31866	Q9W366
169200	Q6YI46
110835	Q2MKA5
110835	Q8BIE9
64747	Q9H3U5
2655251	Q8IAR3
59216	M9PFW8
59216	Q9I7R5
10	A4Z6T7
10	P11245
27039	Q9NZM6
59215	M9PFR8
59215	Q9VV82
15	F1T0I5
15	Q16613
14	A0A024R410
14	C9JEH3
14	Q13685
16	P49588
19	B2RUU2
19	B7XCW9
19	O95477
27032	B4E295
27032	B4E2Q0
27032	P98194
27031	Q7Z494
27030	Q2M1Z1
27030	Q9UHC1
27037	F2Z2W7
27037	Q8IZ69
27036	Q9Y286
27035	A6NGA6
27035	Q1ZYL4
27035	Q9Y5S8
27034	Q9UKU7
64530	P62634
74041	E9QLR9
74044	Q5NC05
140691	H0YL66
140691	Q86WT6
41560	A0A0B4KFQ7
41560	A0A0B4KFV7
41560	A0A0B4KGX9
41560	Q9VG43
2655258	Q8IB11
55341	Q9H089
32599	Q9VXH4
78938	E9QM55
78938	Q80XI1
45969	A0A0B4KGX7
45969	Q95TN8
32592	Q9VXI1
32593	A8JV07
32591	Q9XZ22
32596	Q9VXH7
32597	Q9VXH6
32597	T2GFF8
32594	Q9VXH9
32595	A8E774
32595	P25007
839953	Q9SA88
475875	J9NX28
56461	A2AHT3
56461	Q3YAA9
56461	Q3YAB0
56461	Q9QXT8
115939	Q9UJK0
56463	Q3TJ56
56463	Q78PY7
63979	B3KNH6
63979	Q6PIW4
56468	O54928
56469	O88907
56469	Q2M4G9
63976	D6RDW0
63976	Q9HAZ2
9958	Q9Y4E8
814169	Q8IDX2
9955	Q9Y663
225266	Q69ZK5
9957	A0A024R9R4
9957	O14792
9956	Q9Y278
9950	Q8TBA6
9953	Q9Y662
55847	A0A024QZN7
55847	Q9NZ45
55846	A0A0S2Z5G6
55846	A0A0S2Z5P1
55846	Q969R8
32042	M9PH85
32042	Q9Y0Y7
55844	Q66LE6
55844	Q6IN90
55843	Q53QZ3
32045	C7LA94
32045	O02649
55841	Q9ULE0
55840	B4DWJ3
55840	Q96CJ1
816944	Q9ZUI1
32049	A4V4A1
32049	Q960Z0
3476	P78318
55848	Q9HBL7
117579	B2RU28
117579	K7ENX1
117579	Q8WXF3
140711	A0PJX2
14792	Q91V01
166785	Q8IVH4
56792	A0A0H2UKC0
56792	Q9JM90
56790	A0A0G2JGY6
56790	Q7TT00
182368	P55113
56795	Q9QXJ4
2744	O94925
2744	Q68D38
854097	Q08225
18970	Q8K409
25763	O75409
25764	A0A024R5Q1
25764	Q9NX55
25766	F8VU11
25766	Q6NWY9
25769	Q9UI40
35569	A1Z6M8
35569	C3KGM6
18972	O35654
18973	Q3UR94
18973	Q80XH7
18973	Q9WVF7
253832	B4DRN8
253832	Q5W0Z9
37433	A0A0B4LH32
37433	B7YZM3
37433	B7YZM4
37433	B7YZM5
37433	B7YZM6
37433	B7YZM7
37433	E1JGQ4
37433	Q7KVP5
37433	Q7KVP6
37433	Q9W2I0
816773	Q9SJZ2
826589	A0A178V0G2
826589	F4JKV6
826589	Q94AI4
3658	D3DW85
3658	P48200
3659	P10914
3659	Q6FHN8
3659	X5D3F6
816775	A0A178VSN9
816775	P46668
3639540	A0A1D8PDV7
3654	D3YTB5
3654	P51617
3655	P23229
3656	O43187
33390	M9PBQ4
33390	Q9VQ79
3651	P52945
3652	Q9Y573
26071	Q9BWD3
64975	Q8IXM3
26073	B4DEM9
26073	Q9Y2S7
2746	E9KL48
2746	P00367
734726	A0A1L8F7X8
734726	Q498F0
41313	O96299
64979	Q9P0J6
64978	Q96DV4
2543366	Q10216
2543367	Q10075
2543365	Q9US01
827005	A0A178UXZ8
827005	F4JTS3
827005	Q944R1
2543363	Q9C0Y5
2543360	Q9US03
2543361	Q9P6N6
2543368	Q9UUH6
854142	Q08144
854143	Q08119
854141	Q08157
854146	Q08110
854144	P22517
854145	Q08118
854149	Q08109
2542946	O14222
2542941	O14133
2542940	Q09729
2542943	Q9P3V7
2542942	P56329
2542949	Q9P7F9
2542948	P47943
25181	P47853
25183	P50398
186278	I2HAA2
186278	Q20803
25797	Q16769
817569	A0A178VWE2
817569	A0A1P8AY07
817569	A0A1P8AY09
817569	A0A1P8AY61
817569	A0A1P8AY65
817569	A0A2H1ZE30
817569	O64730
817799	A0A178VSR6
817799	Q9ZV66
2543090	P0CS86
2543090	P0CS87
2543091	Q09877
2543092	Q1MTM9
36748	Q24307
2543094	Q9UT40
2543095	O14156
2543096	Q9P7U4
2543097	P40903
36743	A0A0B4K882
36743	Q7K2Y9
41441	Q9VGG5
36741	P23758
36741	Q4V720
36740	A0A0B4KER6
36740	A0A0B4KEW3
36740	A0A0B4KFR8
36740	A0A0B4LGL0
36740	A0A126GUN6
36740	A1ZA47
36740	C1C3E7
36740	G3JX25
36740	G3JX27
36740	G3JX28
36740	G3JX29
36740	G3JX30
36740	G3JX31
36740	G3JX32
36740	G3JX33
36747	A0A0B4LF97
36747	Q0E961
36746	A0A0B4KES0
36746	P24014
53942	O94779
36744	A1ZA55
33719	Q7K4I5
33718	Q9VMW7
58979	A0A0G2JSR6
58979	P43425
58974	P60517
33711	Q9VMX4
33710	O02195
33717	Q9VMW8
33716	C7LA78
33716	Q9VMW9
33715	A8E702
33715	Q9VMX0
33714	H1UUN5
33714	Q9VMX1
55507	Q9NZD1
84833	Q96IX5
307821	D4AEH3
83422	Q6AZ28
83427	P63245
616885	E1BEB9
817428	A0A178VVA0
817428	A0A1P8B068
817428	Q9ZV34
817429	A0A178VUV3
817429	B3H4X4
817429	F4IJM1
817429	Q8LBP4
83428	Q3UFJ9
83428	Q924A4
210274	D3Z5K8
210274	Q80Z38
55607	A4D1I0
55607	B7ZLX4
55607	Q9ULJ8
17169	A0A1Y7VNZ6
17169	Q03141
432277	A0A068EUV4
432277	A0A1L8EYC9
823478	A0A178VLP8
823478	A0A1I9LS59
823478	A0A1I9LS60
823478	A1L4W5
146664	Q3V5L5
79415	A0A024R8W9
79415	Q9BQA9
784	P54284
785	A0A1B0GTK1
785	A0A1B0GTP5
785	A0A1B0GTX8
785	H0Y476
785	O00305
786	Q06432
432181	Q6INF9
780	A0A024RCJ0
780	A0A024RCL1
780	A0A024RCQ1
780	A0A0A0MSX3
780	Q08345
780	Q96T61
780	Q96T62
781	E7ERK3
781	P54289
781	Q9UIU0
782	Q02641
783	Q08289
783	Q59H42
783	Q5VVH1
682507	F1LSG0
838685	Q8H0U8
814219	Q8IDL5
83394	A1A5C9
83394	Q9BZ71
83396	Q8VDL9
83397	B2RRE0
83397	Q9WTQ5
18574	A0A2I3BPC1
18574	Q01065
18574	Q6PDS5
18574	Q9DBS6
836402	Q9FXT6
18577	B2RTL2
18577	O89084
18577	Q3TUD0
18570	P12815
18571	Q80Y09
18571	Q9WU78
2539541	P87238
18573	Q5I7S8
18573	Q61481
18573	Q8BRR9
18573	Q9JLL9
827062	Q4TU14
18578	B1AWC8
18578	B1AWC9
18578	B1AWD0
18578	Q3TTI9
18578	Q6IQY6
18578	Q80VK8
18578	Q8VBU5
2539181	O94601
15126	P06467
15126	Q78PA4
15122	Q91VB8
226519	F8VQJ3
15129	A8DUK0
15129	P02088
339231	I3L4Z7
339231	Q0P5N6
39545	Q9VUB0
39546	Q9VUB1
39547	Q9V3U6
39540	Q9VUA5
841410	B3H5B7
841410	Q9C6C7
39543	M9PFF7
39543	Q7KUJ8
39543	Q86BI1
219293	Q5T2N8
378494	Q8AYF0
39548	Q8SZ13
39549	Q9VUB3
841418	Q8VWK4
77929	Q8BR70
31713	M9PDZ8
31713	Q9W3M3
31712	Q7KVT8
31712	Q9W3M4
31715	Q9W3M1
31717	A4V441
31717	Q24524
1370	P22792
298575	D3Z9M9
31718	Q86B61
31718	X2JIW9
130074	A0A024QZ31
130074	A1KXE4
100527943	A0A0A6YYL0
827714	O81851
5802781	P0CT56
5802781	P0CT57
107503	O70191
107503	Q3UJF3
817157	B9DFU2
360687	Q1WIM2
34070	M9PB67
34070	M9PCC1
34070	O18640
34077	Q9VLV7
183583	Q8IG65
173353	Q95Q17
229707	Q3UGC1
229707	Q8C079
34079	Q9VLV6
173357	P91859
157753	A0A024R9D4
157753	Q96NL1
173355	A0A131MCP4
173355	Q9XU98
811485	Q8I4Y0
177848	Q19788
822709	Q940V4
1378	E9PDY4
1378	P17927
177843	Q9XVP7
83569	O70127
54633	A2AER7
54633	Q91VJ5
2539102	Q1MTQ0
4334590	Q84TA8
108098	Q9CQ39
108099	Q3TMN8
108099	Q8BIQ9
108099	Q91WG5
56896	Q9BPU6
645432	A6NEK1
47249	A0A0B4K7W6
47249	A0A0B4KHZ0
47249	A0A0B4KI43
47249	A8JRE3
47249	Q9VB55
182980	Q18277
820490	A0A178VHF6
820490	Q949U2
830715	A0A178UHP2
830715	Q944I5
830715	Q9LEY8
373509	Q70EL3
152687	A0A075B7G3
152687	A0A075B7G4
152687	B4DU56
152687	B4DX79
152687	Q8IYB9
2876018	Q9HEY7
183635	A5JYV4
75764	Q3TQB5
75764	Q8BX32
854683	P40472
5723799	A8J9G6
5723799	P08197
2539108	P36597
180581	Q20641
180582	Q9TZL9
827064	A0A178UTD5
827064	Q4V3C7
25557	P97826
64743	Q9H1Z4
170718	Q91VA7
816462	A0A178W1M2
816462	Q8L4M1
6906	P05543
170714	P62628
812685	A0A143ZWM3
812685	P62368
