yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CEADC	Entry
2539886	O74751
2539887	O60071
2539884	Q9P786
4010	B7ZLH2
4010	O60663
4010	Q6ISE0
842602	Q9FPQ8
842603	Q9LQ04
946724	P25516
855263	P50102
815101	A0A178VS66
815101	F4IHB2
815101	Q9SL15
812736	O96229
842605	A0A1P8ANM7
842605	A0A1P8ANM8
842605	A0A1P8ANM9
842605	Q9LQ02
842608	A0A178WEX3
842608	Q9CAN8
4759	Q9Y3R4
39843	M9PI81
39843	Q9VV73
173000	Q9U1P7
173007	Q967F4
401138	F1T0L8
401138	Q6UX39
173005	Q9XWF2
2542390	O14242
57571	A5YM72
177235	O61199
177235	U4PC51
239027	Q8BL80
822677	A0A1I9LRC7
822677	Q9FW03
184272	O45334
184273	O45335
360739	D4A2G9
57572	B7Z9U8
57572	Q96HP0
35856	Q7JY68
31376	E1JJD5
31376	P13217
31376	X2JCI4
39168	Q9VT68
39168	Q9VT69
31374	E2QD64
31374	Q7K4H4
31373	Q24087
31373	T2FFI3
31372	Q9W4L5
31371	Q9W4L8
35851	P18502
39160	Q7KUD4
39160	Q9VT60
39161	Q9VT61
39166	Q9VT66
39164	E8NHB1
39164	Q24325
35859	C0HK98
35859	C0HK99
835437	A0A178U7D6
835437	A0A1P8BFW1
835437	Q2EF88
835435	A0A178UT36
835435	Q9FJD0
835431	A0A178UG39
835431	A0A178UI74
835431	A0A1P8BAQ0
835431	F4JX83
835431	P81760
16658	P54841
16653	P32883
16653	Q0VDV7
16653	Q5J7N1
227632	A0A0G2JER3
227632	A2AHB7
227632	A2AHB8
227632	A2AHB9
227632	C0KTP6
227632	Q6ZPR4
227632	Q8C853
835438	A0A178USU5
835438	Q42342
831327	A0A178UJM1
831327	A0A1P8BEE0
831327	A0A1P8BEE2
831327	C0SVP6
831327	Q9SEI0
831326	A0A178UT81
831326	A8MQY4
831326	F4K873
831326	F4K875
831326	P42737
500280	Q32Q07
831322	A0A178UGT2
831322	A0A1P8BAV4
831322	Q9LYJ0
854506	P51533
843288	A0A178W4B1
843288	B3H5D9
843288	C0Z241
843288	F4I266
843288	Q9C554
12724	Q9R0A1
50918	O35682
50918	Q0VE46
12721	O89053
12721	Q3U1N0
831328	Q94AY1
84808	Q5SV97
852991	P53038
140577	Q69ZU8
811822	Q8ILK3
811823	Q8ILK2
2539268	Q9P7C6
811821	Q8ILK4
2539267	P78780
84803	A0A024RDG5
84803	Q53EU6
315139	A0A0U1RRU5
2539263	O94536
2539260	O74498
2539261	O74435
378689	P31286
174837	A8XJ46
174837	A8XJ47
174837	H2KMJ1
174837	H2KMJ2
174837	Q8I4E8
378685	A0A1L8F631
378685	P51128
81500	Q9EPK6
838827	A0A178W7K5
838827	Q9LM18
200403	B7Z3D8
200403	Q502W6
829788	A0A178UZW3
829788	Q9SCV9
117053	P62246
55364	A0A024RC24
55364	Q9P2X3
829102	Q8H133
829103	B3H757
829103	Q9S7U9
829100	Q84J48
55365	A0A090N8H6
55365	Q96HP8
829106	Q9S7B5
80312	Q8NFU7
829104	Q94AF0
829105	A0A178UYC1
829105	Q9SZQ5
19087	Q8K1M3
219927	A0A024R5G7
219927	B4DXI4
219927	Q7Z2W9
172751	Q19440
172751	Q6BET1
7903	Q92187
172755	P91857
821377	Q9LS42
821379	Q9LS40
162239	H3BV40
162239	J3KNQ1
162239	Q6P2D0
43529	A0A0B4KHH6
43529	A0A0B4LHU7
43529	Q9VAF4
43528	Q9VAF5
107684	B1AVH4
107684	B1AVH5
107684	Q8C0P5
43523	Q9VAG2
33986	P00967
33986	Q59DZ6
33986	X2J516
43521	Q9VAG4
43526	Q9VAF7
947097	P09372
947092	P0A7B3
41963	Q4V579
41963	Q9VEY1
41965	A0A126GUU7
41965	Q9VEX9
41964	Q2PDQ9
41964	Q9VEY0
41967	Q961R9
41968	P54622
832546	F4KII6
832546	O82122
37206	A0A0B4LGZ1
37206	O44342
90249	Q6ZN44
7993	B4DKK1
7993	O00124
7991	Q13454
836806	A0A178UMT2
836806	Q9LVQ7
833877	A0A1P8BB12
833877	Q9FMB6
7994	A5PKX7
7994	A5PLL3
7994	Q92794
396459	C1L370
836808	Q9XFH4
348980	O60741
348980	Q86WJ6
12798465	A0A0B4K753
182658	F3NWW3
182658	H2KYT1
1466398	Q3E7Z8
1466399	Q3E830
93684	Q9ERR7
175403	Q8MXF1
175403	Q9TZ65
13180	P61458
175407	H2L0A7
175407	Q8ITW5
6627	P09661
20656	P09671
20656	Q4FJX9
20657	O09164
20657	Q542X9
20655	P08228
20652	Q61263
20650	Q542S9
20650	Q61235
501628	M0RBL8
57138	A0A076FR46
57138	A0A076FRG6
57138	A0A076FSX1
57138	Q91V14
501621	Q498M8
20823	P32067
20823	Q564E6
501625	Q3MKQ2
163183	Q8N205
20822	O08848
20822	Q3TJ75
6620	G4Y815
6620	G4Y816
6620	Q16143
820428	A0A2H1ZEH9
820428	Q8H0X6
820429	P19171
827434	Q8GYX3
827435	A0A1P8B5A9
827435	Q9M0M5
80007	Q9H8K7
80006	A5PLN9
827431	Q9M0M7
80003	A6NKB5
80003	B3KNZ5
20384	O35326
20384	Q9D8S5
20382	Q62093
20383	P84104
255631	F8WDM8
255631	Q17RW2
823994	A0A1I9LNB7
823994	A0A1I9LNB8
823994	Q94BN0
823993	A0A1I9LSH0
823993	Q9STL5
20389	Q6P8P8
252941	Q923W4
390883	A0A126GVR4
390883	Q8NG95
304971	A4F267
2540078	O42943
2540077	O74759
2540076	O74828
2540075	Q09154
2540074	O42898
2540073	P78870
2540072	P23636
2540070	P08090
7337	Q05086
7337	Q9H2G0
7336	A0M8W4
7336	G3V113
7336	Q15819
7335	G3V2F7
7335	Q13404
7334	P61088
7334	V9HW41
7332	A0A024R1A4
7332	P68036
74558	L7N451
11964	P50516
173587	Q95X87
11966	P62814
173580	Q9N4J9
54578	P19224
54578	Q5DSZ8
54578	Q5DT01
173589	O16684
59126	Q9ES70
113251	Q6P4E2
113251	Q71RC2
113251	Q8TBL5
113251	Q96J85
829313	Q9SZ51
59128	A0A0B4KFV4
59128	Q7JW01
829312	A0A178UXF4
829312	Q9SZ50
417961	Q5ZMB2
822061	Q01593
18667	Q00175
18667	Q8BW69
23127	B3KT92
23127	B4DF84
23127	Q8IYK4
178272	D3YT61
178272	P42573
827296	Q940I8
827297	Q9ZWJ9
178279	P61866
827299	O23461
174751	Q23130
174751	Q58AA5
399489	O09139
831234	Q501F9
822066	A0A178VHJ8
822066	Q9LJ40
5007805	A0A178W1U8
5007805	A8MRJ6
5007805	B3H4H0
399487	Q7ZUM0
15930	D3YXV1
15930	P28776
8639	Q16853
8639	Q9UEU7
8638	Q15646
8637	O60516
8636	A0A024R8G6
8636	O43805
8635	D6REQ6
8635	O00584
8634	O00442
8633	A8K385
8633	O95185
8631	Q86WV1
8631	V9HW03
8630	A0A024RB43
8630	O14756
548645	Q9H1X3
133015	A8K679
133015	D6RGK2
133015	Q8N7B6
180978	A0A1C3NSK8
180978	Q18820
827488	A0A1P8B5I7
827488	A8MRQ8
827488	Q8L7G9
2655277	Q8IAX3
2655274	Q8IAX6
2655275	Q8IAX5
110816	Q2M1K2
110816	Q8BU03
126069	Q8N8L2
818197	A0A178VTX0
818197	A0A1P8AXD8
818197	O82533
54	A0A024R7F8
54	P13686
810641	A0A144A022
810641	Q8IIS5
496143	Q5M9B4
818199	A0A1P8B106
818199	Q9SJN0
829924	A0A178UWN7
829924	Q9SZG1
27140	O55144
829927	Q9SZG3
829922	A0A178V859
829922	A0A1P8B728
829922	Q9SZG0
810642	Q8IIS4
318983	Q8IP73
829929	A0A178UR91
829929	Q9T062
50	Q99798
216869	A0A158SIT9
216869	J3JS97
216869	Q91YI4
728642	Q4VBY6
728642	Q5QPR3
728642	Q9UQ88
178491	A0A0K3ARL5
178491	A0A0K3AS36
178491	A0A0K3AUH0
178491	E6N0W0
178491	E6N0W1
178491	Q9U2T9
53	B7Z4Z2
53	B7Z552
53	B7Z6L8
53	B7Z6T8
53	B7Z7D2
53	B7Z8T9
53	E9PHY0
53	E9PQY3
53	P11117
9991	A0A024R163
9991	O95758
216860	H3BJZ3
216860	H3BK72
216860	Q5NCX5
9993	B7Z3T5
9993	P98153
9993	Q5CZ70
9993	Q8IWC8
9992	Q9Y6J6
9994	Q9UKL3
9997	O43819
414721	A2RV94
11036	A0A140VKA3
11036	Q9UNN4
2541039	O43047
11034	P60981
11034	V9HWA6
11035	Q9Y572
280691	P62803
11033	A8K3A2
11033	B4DUZ7
11033	O75689
11030	B4E3T4
11030	D3DSV0
11030	Q93062
11031	Q13636
2541030	P0CG72
2541031	Q9Y7X8
2541032	O74386
2541033	Q9P805
2541035	O59725
2541036	O74380
2541037	P79088
2655145	Q8IBL5
1399	P46109
1398	A0A0S2Z3K9
1398	A0A0S2Z3Q4
1398	L7RT18
1398	P46108
1397	P52943
1396	P50238
1395	A0A090N7T4
1395	Q13324
1394	A0A024R9X9
1394	B3SXS2
1394	B3TIK8
1394	G3CIS4
1394	K9J956
1394	P34998
1393	P24387
1392	A0A0S2Z478
1392	P06850
1390	Q03060
843398	A0A178W3D9
843398	A0A1P8ASG0
843398	Q8RY46
84752	Q6UX72
5143	O43849
5143	P78505
5143	Q08493
5143	Q32MM7
5143	Q7KYS4
843212	A0A1P8AWJ0
843212	A0AQW4
843213	Q9S7Y1
843210	Q9CA42
114515	Q9QX69
114512	Q9QYW0
843215	A0A178W9J0
843215	Q9S713
51056	P28838
66899	Q9D824
220136	Q96M91
160518	G3V1S3
160518	Q6ZUT9
220134	A0A024R294
220134	Q96BD8
51053	A0A024QZY7
51053	O75496
3644103	Q59X40
66890	Q9DBH5
51058	Q5VV50
51058	Q5VV52
51059	Q49AJ0
66894	I3RSH5
66894	Q3TXI7
66894	Q9DBH0
66895	Q8JZU6
398460	Q66KF6
832914	Q8H181
832912	A0A178UI68
832912	A0A1P8BAP6
832912	Q8RX66
816074	Q9C566
3459	A0A0S2Z3Y2
3459	P15260
834317	Q9FMI2
829945	F4JSV2
829945	F4JSV3
217737	Q8BK64
834428	Q9FNC1
834427	Q9FNC2
834426	A0A068FIL6
834426	A0A1R7T3H5
834426	A0A1R7T3H6
834426	Q84JA6
834425	A0A178UIR5
834425	Q9FNC4
834422	A0A1P8BEV2
834422	A0A1P8BEV8
834422	A0A1P8BEV9
834422	F4K7E3
834422	F4K7E7
834422	Q9FNC7
834421	Q8GXV7
834420	A0A178UKM7
834420	Q9FNC9
55471	B4DQY3
55471	Q7L592
824282	A0A178VL50
824282	Q4PSL7
137902	A1KZ92
729515	Q9NWH2
821676	A0A178VIK5
821676	Q8RXG3
447081	A0A1L8HGE0
447081	Q66L23
820531	Q9LTT7
824287	F4J3A5
824287	Q9S818
817750	Q9SKA8
817754	A0A178W0P6
817754	A0A1P8B110
817754	Q39055
192195	Q99MY8
25149	Q59IV8
25149	Q62986
3475	A4D0U1
3475	O00458
817759	A0A178VMF4
817759	Q8GWR2
124801	Q3MHD2
2539430	O94493
183777	Q18838
829461	Q9SZA3
18813	P50580
18813	Q3TGU7
53981	A0A024R6H0
53981	Q9P2I0
829463	Q9SZA4
257218	B3KX98
257218	Q149N8
829462	Q9S7I8
178494	G5EFA9
259279	P58854
56204	Q32MH5
27406	Q8K268
56207	Q9WUP7
56200	Q6PCP0
56200	Q9JIK5
447693	Q641I5
56208	O88597
836809	A0A178UAN3
836809	O82663
2543506	O94446
2543507	Q9URZ2
2543505	O94443
2543502	Q9URX8
2543500	Q9UUG1
2543501	Q9US00
13628	P62631
93979	A4D1M2
93979	B2RCS8
93979	Q8WXQ8
444289	Q6GNR2
18811	A0A0M6L0W4
18811	P04095
16351	P28575
444280	A0A1L8GAR2
444280	Q6GNS3
851606	P28817
93973	Q9H981
444284	Q6GNR8
93974	Q9UII2
105727	Q8K2P7
853312	P12685
117353	Q7K4C7
820102	A0A178VI76
820102	O65719
292755	D3ZQ18
838467	A0A2H1ZEC2
18810	E9Q3W4
18810	Q6S385
18810	Q6S387
18810	Q6S388
18810	Q6S390
18810	Q6S392
18810	Q6S393
18810	Q9QXS1
171768	Q9BKU4
811613	Q8IM60
9254	C9JE82
9254	Q9NY47
3783726	A0A0B6VPX2
3783726	P03186
26872	Q9UHE8
14562	Q07104
9601	A0A090N8Y2
9601	P13667
9600	A0A024R5I7
9600	B2R787
9600	O00562
9603	Q9Y4A8
36968	Q7K0L5
9605	Q9Y2B5
9604	B7Z229
9604	B7Z3J5
9604	Q9UBS8
9607	Q16568
107476	Q5SWU9
36963	Q7KMS3
26874	A0A0R4J0U5
26874	Q61285
36961	A0A0B4LFS2
36961	Q9V818
36960	Q9V817
36967	Q7JZ51
36966	A0A0B4KFT9
36966	Q7KNS5
36965	A1ZAT5
36964	Q6NR30
404550	A0A0M5MPK6
404550	Q96GX8
266854	Q18239
266853	Q967F1
432035	Q6IRQ2
856793	P40041
28231	Q96BD0
1807	Q14117
1806	Q12882
1805	Q07507
853319	P47018
1803	P27487
1802	B3KRB8
1802	Q9BQC3
1801	Q9BZG8
1800	A0A140VJI3
1800	P16444
443882	Q6GQF3
1809	A0A140VK07
1809	Q14195
1809	Q6DEN2
1809	Q8IXW6
1808	A0A1C7CYX9
1808	Q16555
1808	Q59GB4
81018	Q9ET26
851884	Q05543
851885	Q05549
851886	P32916
851887	P24276
851880	Q05530
851881	Q05533
851882	Q05541
441478	Q7Z6K4
851888	Q05567
851889	Q06629
810199	Q8IJZ9
810198	Q8IK00
811495	A0A144A1R5
811495	Q8I4X0
49424	Q9V3Y2
49425	Q9V3D0
810197	Q8IK01
49427	Q9VJ10
553158	B1AHC3
841039	A0A178W3V8
841039	A0A178W3X9
841039	Q9LPF6
2745817	A0A178W5J7
2745817	Q84WL4
108888	Q925I1
850289	P25596
291966	Q5PPN5
827311	Q9SUL1
108058	A0A0G2JGS4
108058	E9Q1T1
108058	E9Q1W0
108058	Q6PHZ2
108058	Q8CCM0
268980	O55106
291969	Q5M7T6
305827	D3ZN63
3337	P25685
3337	Q6FHS4
3336	P61604
3339	P98160
3338	J3KNJ8
3338	Q6PIN0
3338	Q86VG4
3338	Q9NNZ3
3885910	C6KST5
2542264	Q9HGQ2
319583	Q8BTF7
2542265	P40372
835222	Q9FHN6
2542266	O74113
67680	Q9CQA3
2542267	Q9UT00
2542260	Q10347
2541441	Q09913
115677	Q8IVI9
2541959	O13924
375790	O00468
852955	P32914
2541953	Q9P7N1
2541951	Q9UTE7
2542263	O13758
2541957	P50528
114984	Q96CP2
2541955	O14197
2541954	O94559
116135	A0A024R2R0
116135	Q96PB8
56817	D5LL09
56817	Q9JM59
850425	P25639
850424	P25638
850427	P25337
183545	Q22923
850420	P16120
850423	P25637
850422	P25635
2542268	O13769
850429	P25364
2539120	Q9UU99
380178	Q7ZYF0
177583	P51403
216459	Q8CI43
75705	Q8BGD9
852054	Q04093
91612	A0A024R6B7
91612	Q8WUH1
66131	Q91WA1
812138	Q8IKP8
140767	Q8IZ57
210766	P46737
181944	Q8T3G2
25970	A0A024QZ92
25970	A0A024QZC2
25970	A0A024QZD2
25970	B3KNV5
25970	B4DLN5
25970	Q9NRF2
25972	A0A0S2Z612
25972	J3KQ47
25972	Q53HI1
25973	Q7L3T8
25974	A0A0C4DGU2
25974	Q9Y4U1
25975	Q8IUX8
25976	Q05BQ2
25976	Q7Z3E1
25977	Q8NC96
25978	B2RE76
25978	Q9UQN3
25979	A0A0C4DGQ8
25979	Q6IAN0
816837	A0A178VQH1
816837	O64816
816833	A0A178VSC8
816833	O64812
31171	Q9W531
31170	Q9W532
31173	Q9W528
31172	Q9W530
31175	O77264
31175	X2JI07
31174	O77266
31174	Q960D4
31177	O77262
31176	O77263
31179	M9PGS9
31179	Q9W525
31178	Q9W526
29627	P19491
55978	Q61025
4675	Q8IYV1
4675	Q99457
3805	A0A0B4J1S6
3805	Q99706
3804	E3NZD8
3804	P43628
23484	O95214
23484	Q6FHL7
3806	Q14954
3801	B7Z5U4
3801	B7Z808
3801	B7Z896
3801	F5H3M2
3801	Q9BVG8
3800	O60282
3800	Q59GB8
3803	P43627
3803	Q6H2H0
3803	Q8N742
23481	B2RDF2
23481	B3KTZ6
23481	B3KXD6
23481	O00541
855552	P39006
855553	P53889
34611	Q9VKD5
34610	Q9VKD6
326115	B7Z0R7
326115	Q86BR6
326115	Q95TJ1
326115	Q9VAF9
855557	P53892
855554	Q02100
855555	P53890
72462	Q91YK2
326118	A0A0B4KGX8
326118	Q8SY00
855558	P53893
34618	Q9VKC8
114514	Q99JD4
109093	Q3U186
364975	D3ZT90
816152	A0A1P8B2E4
816152	A0A1P8B2I5
816152	Q9SI62
92610	Q96CG3
177267	G5EGC9
177267	Q7JMT8
6571	Q05940
24596	G3V6P1
24596	P07174
335015	Q6PBM7
24592	P97526
224111	G5E8R8
224111	Q6P5G6
180014	E0AHC3
180014	E0AHC4
180014	E0AHC5
180014	E0AHC6
180014	Q7JL61
180014	Q7JL62
180013	O17602
180010	Q9XVR7
63951	Q5VZB9
32619	B7Z0Z2
32619	M9MS61
32619	M9MS65
32619	M9MS66
32619	M9MS69
32619	M9MS71
32619	M9MS73
32619	M9MS75
32619	M9MS78
32619	M9MS79
32619	M9MS83
32619	M9MS84
32619	M9MS87
32619	M9MS88
32619	M9MS91
32619	M9MS92
32619	M9MS95
32619	M9MS96
32619	M9MS99
32619	M9MSA0
32619	M9MSA3
32619	M9MSA4
32619	M9MSB4
32619	M9MSB8
32619	M9MSC3
32619	M9MSC7
32619	M9MSD2
32619	M9MSD5
32619	M9MSD6
32619	M9MSD7
32619	M9MSD8
32619	M9MSD9
32619	M9MSE0
32619	M9MSE1
32619	M9MSE2
32619	M9MSE3
32619	M9MSE4
32619	M9MSE6
32619	M9MSE7
32619	M9MSE9
32619	M9MSF1
32619	M9MSF2
32619	M9MSP1
32619	M9MSP2
32619	M9MSP3
32619	M9MSP4
32619	M9MSP5
32619	M9MSP6
32619	M9MSP7
32619	M9MSP8
32619	M9MSP9
32619	M9MSQ0
32619	M9PJP5
32619	P35500
32619	X2JFE8
32619	X2JKQ0
2655308	Q8IAS0
55278	Q9H0R6
32611	Q8IR14
32611	Q960H6
32611	Q9VXG5
32610	M9NEK4
32610	M9NGI1
32610	Q9VXG6
32613	B7Z0Z1
32613	Q9VXG1
32612	Q9VXG4
32615	Q9VXG0
32615	X2JKP3
300724	Q32Q88
32617	P41374
32617	X2JFR6
32616	Q9VXF9
22283	Q2QI47
22283	Q9D1Z8
57140	Q9HAU8
51057	O95876
22286	B2RSF1
22286	Q6J1H4
22284	P70398
22284	Q4FE56
22284	Q8BS89
22284	Q8C7T5
690966	A0A1W2Q690
690966	B0BNE2
22289	O70546
22289	Q3TNW2
22289	Q3TPN3
22288	A0A1W2P7C0
22288	E9Q6R7
22288	Q3UYS4
22288	Q61636
22288	Q6P6L2
182706	O45156
820124	Q9SF36
208643	A0A0J9YUS5
208643	E9PVC5
208643	E9Q9E1
208643	Q6NZJ6
63958	Q3V426
63958	Q9ES00
844325	A0A178WIS4
844325	Q9CA89
830806	A0A178UKG1
830806	Q9FY68
24627	P14270
830308	A0A1P8BFP7
830308	F4JW79
830801	A0A178UC85
830801	F4KCL7
24629	Q05030
57147	Q8IZE3
844322	A0A178WIG2
844322	A0A1P8AQY7
844322	F4HQB9
844322	Q0WVL7
181059	L8E6Y3
181059	Q18437
181058	Q09989
181058	Q6AHQ8
181050	Q18529
181053	Q09969
181055	P29355
181057	Q10453
440515	Q5JVG8
38969	Q9VSK9
170589	A0A024R579
170589	Q96T91
73333	B2RTC8
73333	Q3V132
816160	A0A178VWV9
816160	Q6AWS7
38966	Q9VSK6
38961	O46034
38961	Q9VSK2
38963	B7Z0E2
38963	M9ND61
38963	Q9VSK3
816165	Q9SLF3
31822	Q9W3A7
31826	A0A023GPM5
31826	M9MS31
31826	M9MSN3
31826	M9PH20
31826	M9PHG3
31826	Q09103
31826	X2JE67
31826	X2JEJ9
31824	Q8IRN0
31829	Q9W3A1
31829	X2JD14
5149	Q13956
270627	B1Q2W7
270627	Q80UV9
853248	P39516
853249	P0C0W1
853244	P09119
853246	P39542
853247	P39543
230861	A0A0R4J112
230861	A2AMI2
230861	Q80XI3
853241	P39535
853242	P39538
853243	P39540
3885794	C6KT15
854739	P40512
854738	P20050
91419	Q9Y6H3
854735	P32565
854734	P40509
854737	P40511
854736	P40510
854731	P40507
854733	P40508
854732	P04801
224807	Q3TWI9
4507	Q13126
20310	P10889
20310	Q3U1J5
4501	A0A140VJP8
4501	P80297
5140	A7E2E5
5140	Q13370
2542378	Q9UTH0
4502	P02795
17909	F8VQB6
17909	Q80TR9
20317	P97298
2542374	Q10990
3885790	C6KSN6
4509	P03928
4509	U5YV54
4508	P00846
4508	Q0ZFE3
2542370	Q9US22
2542371	O14082
339829	Q9UFE4
856399	P00447
856398	P10614
856395	P87108
856394	P08539
856397	P38704
856391	P38702
856390	P37299
856393	P38757
856392	P38756
123	Q6FHZ7
123	Q99541
104112	Q3V117
104112	Q91V92
85273	Q9Z1X8
289352	A0A0G2JZI2
289352	Q6TXE9
79763	Q96AB3
126	P00326
619440	Q5XI97
839886	F4I4Q9
839886	Q9C8R4
172342	O02053
172346	P91493
179347	E7EM37
179347	G5EBI6
179347	G5EEM7
179347	H2L2G2
839128	A0A1P8ANA1
839128	F4ICH3
839128	Q9C6L2
2655222	C0H4T9
67533	Q8C8U0
146722	B4DQD2
146722	J3KS52
146722	Q8TDQ1
42942	A0A1B2AKT8
42942	Q9VC49
42943	Q9VC48
42940	A0A0B4KGV3
42940	A0A0B4KGZ3
42940	A0A0B4KHF8
42940	A0A0B4KHT2
42940	A0A0B4KI08
42940	E1JIV7
42940	Q03720
42941	A0A0B4LHL1
42941	Q8IMV7
42941	Q9VC50
42946	H0RNM3
42946	Q9VC45
42944	Q9VC47
42945	P25723
42948	Q9VC41
42948	Q9VC42
246467	Q1WWC1
84639	Q8WWZ1
41419	Q8T088
203102	A0A140VJD9
203102	B4DTC2
203102	Q8TC27
84632	B7Z2Q0
84632	Q8N4X5
41414	Q9VGJ2
84630	Q5TCY1
84631	B3KTY4
84631	Q9H156
41411	C0MK09
41411	Q9VGJ5
41413	Q9VGJ3
41412	Q9VGJ4
83941	Q9BX74
289257	D4A678
289257	Q6XDA1
83943	A4D0S9
83943	Q96T52
83942	A0ZT98
83942	Q9BXA7
83945	Q3TJA9
83945	Q99M87
83946	F8VQ93
70686	F6UIK0
70686	Q6PCP3
70681	Q8BPZ8
70683	E9QK83
815036	A0A178VWV4
815036	Q9S7H5
37096	A0A0B4LFZ1
37096	A1ZB57
836757	F4JZ59
836757	Q9FH63
39703	Q9VUS6
39706	Q9VUS8
836751	F4JZ46
836751	Q9FKW6
836750	A0A178UI40
836750	F4JZ42
836750	F4JZ43
836750	F4JZ44
1466404	Q8TGJ7
1466402	Q8TGU2
231801	Q3U2K8
231801	Q80WC7
1466401	Q3E817
443724	Q52KY5
71371	Q8BM75
1466409	Q3E813
831907	A0A178UKY0
831907	Q9LZ57
831906	Q8L610
76688	E9PZK7
76688	Q80SX7
76688	Q8BXL7
831904	A0A178UBN9
831904	Q9LZM7
831903	A0A178U9P5
831903	Q949Q2
831903	Q9FYM8
831901	A0A178UHM4
831901	Q9LFB5
831900	Q9LYW2
76686	B9EHT4
76687	Q6ZWQ7
831908	Q9LYW5
7030	A0A024QZ23
7030	B4DIA5
7030	P19532
7031	P04155
7032	Q03403
7033	Q07654
7035	P10646
7036	Q9UP52
7037	A8K6Q8
7037	B7Z2I6
7037	G3V0E5
7037	P02786
7037	Q7Z3E0
7038	P01266
7039	E7EPT6
7039	F8VNR3
7039	P01135
399131	O93377
399130	Q6GPN6
18755	P23298
18755	Q3UKY1
441531	Q8N0Y7
50794	Q9JJZ6
37739	A0A0B4KFZ1
37739	D1Z394
37739	Q6NR72
37739	Q8MLR2
140947	Q8TF63
37731	Q9W1M9
37730	Q95RQ8
37730	Q9W1N1
37733	Q9W1M7
37732	Q9W1M8
37734	A0A0B4KGD0
37734	O61602
37734	Q8MLR4
37734	Q9W1M6
54207	P57789
15488	P51660
237898	F8VPZ3
237898	Q6PD17
30701	Q9W7C0
15482	A1L347
15482	P16627
15481	P63017
30707	Q7SZC2
820005	A0A178V544
820005	P31167
820005	Q0WVD8
7786	A0A024RAY5
7786	Q12852
7784	P21754
7782	O14863
820006	A0A178VFA2
820006	B9DFU6
820006	Q9M9K1
7780	Q9BRI3
7781	B4DXX8
7781	Q99726
14687	O70443
14687	Q542R8
85416	Q96T25
14682	P21279
14682	Q3UHH5
14683	P63094
14683	Q6R0H6
14683	Q6R0H7
14683	Q9Z0F1
14683	Z4YKV1
14680	Q3TY78
14680	Q66L47
14680	Q8BHK8
14680	Q8CGK7
14681	P18872
14681	Q543S2
14688	P62874
14688	Q3TQ70
361984	E9PTR4
380573	Q7ZXU8
148252	O95057
856805	P0CX31
856805	P0CX32
856804	P40047
40458	Q9VNV2
40459	C5WLN6
40459	D0IQJ8
40459	M9PG83
40459	Q03751
856801	P21524
856800	Q01217
856803	P40046
856802	P40045
811321	Q8I5E0
40453	M9PDA4
40453	Q6NP60
843052	F4HRU7
843052	F4HRU9
843052	Q84WJ2
40451	M9PG76
40451	P19889
40456	Q9V3C5
40457	Q9VNV3
843057	Q9FYF7
14534	Q6P3Z8
14534	Q9JHD2
14536	Q64249
38159	M9PBH8
38159	Q8IRH5
38154	A0A1B2AKC6
38154	M9PDU4
38154	Q94519
38155	Q9W0G7
38156	Q9W0G6
38150	Q9W0H3
38151	E8NHA2
38151	Q9W0H2
38152	Q8IRH6
38152	Q9W0H1
38153	Q23979
855035	P35192
174956	Q9XV52
174957	O62197
174951	Q9U3F4
2539799	Q9URV1
174953	D0Z5N4
174958	G5EGG2
174959	O62198
11331	Q99623
43229	A0A0B4KH25
43229	P08985
828891	A0A178V3N7
828891	A0A1P8B4T1
828891	Q9STP8
855036	Q02159
11335	A4D177
11335	Q13185
11334	O75896
11337	O95166
11337	Q6IAW1
11336	A0A024QYZ6
11336	O60645
11336	Q69YP2
11339	A0A024R9N0
11339	O43482
11338	P26368
834627	Q9FJ49
834626	Q9FJ50
834621	A0A178UQC9
834621	Q9FJ55
834620	A0A178UKF2
834620	Q9FK63
834622	Q9FJ54
19106	Q03963
183125	P91119
5719	Q9UNM6
5718	A0A0S2Z489
5718	O00232
5717	O00231
5716	O75832
5715	O00233
5714	P48556
5714	V9HW09
5713	P51665
830750	A0A178UNM7
830750	Q9FNN7
5711	Q16401
5710	P55036
5710	Q5VWC4
183022	Q9TZB8
214627	B7ZMU2
214627	E9QJT6
214627	F8WI26
214627	Q68ED3
144811	Q8IV20
838501	A0A178W7G1
838501	Q3ED96
838501	Q9LMA8
818303	A0A178VZZ8
818303	A7BI37
818303	A8MRJ2
818303	C0SV76
818303	Q9ZUU0
155066	E9PAS2
155066	Q8NHE4
155061	Q6NUN9
838505	Q8RYC8
127602	Q0VDD8
834996	Q9FGY1
834993	Q9FJ07
100101467	A0A0C4DGV0
100101467	Q86W11
834991	Q9FJ09
834990	A0A178URK9
834990	C0SVS9
834990	Q9FJ10
268934	A0A140T8R6
268934	G3XA00
268934	Q68EF4
812676	O96171
38415	Q95SH7
812674	O96169
819911	A0A178VGS3
819911	Q9SS90
235134	Q6PIJ4
825714	O81439
235130	P59384
11482	Q61288
11481	P27040
11480	A2AI38
11480	P27038
11480	Q8BRV4
35259	A8DZ18
35259	M9NCY3
35259	M9PD76
35259	M9PDF7
35259	M9PDR3
35259	M9PG93
35259	P16621
2539832	O94337
819666	A0A1I9LRW7
819666	Q0WP44
497770	F1LX08
497770	P08104
819660	A0A1I9LL70
819660	Q9LVH5
819661	Q9CAW4
