Entry,Entry name,,Protein families,Cross-reference (Pfam),Cross-reference (PIRSF),Organism,Organism ID
P36525,RM24_YEAST,reviewed,Bacterial ribosomal protein bL28 family,PF00830;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36526,RM27_YEAST,reviewed,Mitochondrion-specific ribosomal protein mL41 family,PF09809;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36527,RM28_YEAST,reviewed,Mitochondrion-specific ribosomal protein mL40 family,PF09812;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P20084,RM33_YEAST,reviewed,Universal ribosomal protein uL30 family,PF00327;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06678,RM35_YEAST,reviewed,"Phosphatidylethanolamine-binding protein family, Mitochondrion-specific ribosomal protein mL38 subfamily",PF01161;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03305,RMT2_YEAST,reviewed,"Class I-like SAM-binding methyltransferase superfamily, RMT2 methyltransferase family",,PIRSF038148;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P25367,RNQ1_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P34087,RPB7_YEAST,reviewed,Eukaryotic RPB7/RPC8 RNA polymerase subunit family,PF00575;PF03876;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12189,RPIA_YEAST,reviewed,Ribose 5-phosphate isomerase family,PF06026;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32496,RPN12_YEAST,reviewed,Proteasome subunit S14 family,PF10075;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32904,RM06_YEAST,reviewed,Universal ribosomal protein uL6 family,PF00347;,PIRSF002162;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36523,RM15_YEAST,reviewed,"Ribonuclease III family, Mitochondrion-specific ribosomal protein mL57 subfamily",PF14622;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53881,RM22_YEAST,reviewed,Universal ribosomal protein uL22 family,PF00237;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P14063,RM31_YEAST,reviewed,Mitochondrion-specific ribosomal protein mL60 family,PF09784;,PIRSF002216;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36533,RM39_YEAST,reviewed,Bacterial ribosomal protein bL33 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53942,RNH2A_YEAST,reviewed,"RNase HII family, Eukaryotic subfamily",PF01351;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12338,RNH2C_YEAST,reviewed,RNase H2 subunit C family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q02933,RNY1_YEAST,reviewed,RNase T2 family,PF00445;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q02805,ROD1_YEAST,reviewed,Arrestin family,PF02752;PF00339;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q02773,RPM2_YEAST,reviewed,,PF08579;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P43588,RPN11_YEAST,reviewed,Peptidase M67A family,PF01398;PF13012;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P25348,RM32_YEAST,reviewed,Bacterial ribosomal protein bL32 family,PF01783;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04598,RM34_YEAST,reviewed,Bacterial ribosomal protein bL34 family,PF00468;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47076,RPC9_YEAST,reviewed,Eukaryotic RPC9 RNA polymerase subunit family,PF03874;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40016,RPN3_YEAST,reviewed,Proteasome subunit S3 family,PF01399;PF08375;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12377,RPN6_YEAST,reviewed,Proteasome subunit S9 family,PF01399;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08723,RPN8_YEAST,reviewed,Peptidase M67A family,PF01398;PF13012;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40858,RN49_YEAST,reviewed,Bacterial ribosomal protein bL21 family,PF00829;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P25042,ROX1_YEAST,reviewed,,PF00505;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P50106,RPA14_YEAST,reviewed,,PF08203;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P22138,RPA2_YEAST,reviewed,RNA polymerase beta chain family,PF06883;PF04563;PF04561;PF04565;PF00562;PF04560;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P20434,RPAB1_YEAST,reviewed,Archaeal RpoH/eukaryotic RPB5 RNA polymerase subunit family,PF01191;PF03871;,PIRSF000747;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P04051,RPC1_YEAST,reviewed,RNA polymerase beta' chain family,PF04997;PF00623;PF04983;PF05000;PF04998;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P25441,RPC4_YEAST,reviewed,Eukaryotic RPC4/POLR3D RNA polymerase subunit family,PF05132;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36121,RPC5_YEAST,reviewed,,PF04801;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38786,RPP1_YEAST,reviewed,Eukaryotic/archaeal RNase P protein component 3 family,PF01876;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32565,RPN2_YEAST,reviewed,Proteasome subunit S1 family,PF01851;,PIRSF015947;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12250,RPN5_YEAST,reviewed,Proteasome subunit p55 family,PF01399;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08774,RRG7_YEAST,reviewed,RRG7 family,PF10356;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06109,RRG8_YEAST,reviewed,RRG8 family,PF17068;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12277,RRP42_YEAST,reviewed,RNase PH family,PF01138;PF03725;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P43607,RRT5_YEAST,reviewed,RRT5 family,PF00076;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX52,RS16B_YEAST,reviewed,Universal ribosomal protein uS9 family,PF00380;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX55,RS18A_YEAST,reviewed,Universal ribosomal protein uS13 family,PF00416;,PIRSF002134;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04225,RRB1_YEAST,reviewed,,PF12265;PF00400;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P46948,RRP41_YEAST,reviewed,RNase PH family,PF01138;PF03725;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q05636,RRP45_YEAST,reviewed,RNase PH family,PF01138;PF03725;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P25368,RRP7_YEAST,reviewed,RRP7 family,PF12923;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53117,RRT6_YEAST,reviewed,,PF01105;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P28000,RPAC2_YEAST,reviewed,Archaeal RpoL/eukaryotic RPB11/RPC19 RNA polymerase subunit family,PF13656;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P20433,RPB4_YEAST,reviewed,Eukaryotic RPB4 RNA polymerase subunit family,PF03874;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04307,RPC10_YEAST,reviewed,Archaeal RpoM/eukaryotic RPA12/RPB9/RPC11 RNA polymerase family,PF02150;PF01096;,PIRSF005586;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53196,RPN14_YEAST,reviewed,WD repeat PAAF1/RPN14 family,PF00400;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06103,RPN7_YEAST,reviewed,,PF01399;PF10602;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04062,RPN9_YEAST,reviewed,Proteasome subunit S11 family,PF01399;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P13433,RPOM_YEAST,reviewed,Phage and mitochondrial RNA polymerase family,PF00940;PF14700;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40011,RRAAH_YEAST,reviewed,Class II aldolase/RraA-like family,PF03737;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06511,RRP15_YEAST,reviewed,RRP15 family,PF07890;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12481,RRP36_YEAST,reviewed,RRP36 family,PF06102;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38192,RRT1_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P39956,RPH1_YEAST,reviewed,,PF02373;PF02375;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
O13563,RPN13_YEAST,reviewed,RPN13 family,PF04683;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38764,RPN1_YEAST,reviewed,Proteasome subunit S2 family,PF01851;,PIRSF015965;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03465,RPN4_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P39677,RRF2M_YEAST,reviewed,"TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family, EF-G/EF-2 subfamily",PF00679;PF14492;PF03144;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53437,RRN9_YEAST,reviewed,RRN9 family,PF10680;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P25381,RRT12_YEAST,reviewed,Peptidase S8 family,PF00082;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08745,RS10A_YEAST,reviewed,Eukaryotic ribosomal protein eS10 family,PF03501;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P06367,RS14A_YEAST,reviewed,Universal ribosomal protein uS11 family,PF00411;,PIRSF002131;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12167,RRG1_YEAST,reviewed,RRG1 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38766,RRM3_YEAST,reviewed,Helicase family,PF05970;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32786,RRN6_YEAST,reviewed,,PF10214;,PIRSF007939;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04031,RRP17_YEAST,reviewed,RRP17 family,PF09805;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40042,RRT13_YEAST,reviewed,,PF00400;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P50943,RRT16_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX47,RS11A_YEAST,reviewed,Universal ribosomal protein uS17 family,PF00366;PF16205;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E754,RS21B_YEAST,reviewed,Eukaryotic ribosomal protein eS21 family,PF01249;,PIRSF002148;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40156,RRG9_YEAST,reviewed,RRG9 family,PF06413;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38204,RRN10_YEAST,reviewed,,PF05234;,PIRSF009867;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12754,RRP12_YEAST,reviewed,RRP12 family,PF08161;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12149,RRP6_YEAST,reviewed,Exosome component 10/RRP6 family,PF01612;PF00570;PF08066;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08219,RRT8_YEAST,reviewed,LDS family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P05756,RS13_YEAST,reviewed,Universal ribosomal protein uS15 family,PF08069;PF00312;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P39516,RS14B_YEAST,reviewed,Universal ribosomal protein uS11 family,PF00411;,PIRSF002131;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38701,RS20_YEAST,reviewed,Universal ribosomal protein uS10 family,PF00338;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C0V8,RS21A_YEAST,reviewed,Eukaryotic ribosomal protein eS21 family,PF01249;,PIRSF002148;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C0W1,RS22A_YEAST,reviewed,Universal ribosomal protein uS8 family,PF00410;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX30,RS23B_YEAST,reviewed,Universal ribosomal protein uS12 family,PF00164;,PIRSF002133;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P41058,RS29B_YEAST,reviewed,Universal ribosomal protein uS14 family,PF00253;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX48,RS11B_YEAST,reviewed,Universal ribosomal protein uS17 family,PF00366;PF16205;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P48589,RS12_YEAST,reviewed,Eukaryotic ribosomal protein eS12 family,PF01248;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E7Y3,RS22B_YEAST,reviewed,Universal ribosomal protein uS8 family,PF00410;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX34,RS30B_YEAST,reviewed,Eukaryotic ribosomal protein eS30 family,PF04758;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P23248,RS3A2_YEAST,reviewed,Eukaryotic ribosomal protein eS1 family,PF01015;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38771,RRF1_YEAST,reviewed,RRF family,PF01765;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q02983,RRN5_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P35178,RRP1_YEAST,reviewed,RRP1 family,PF05997;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E811,RRT15_YEAST,reviewed,ART2/RRT15 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q01855,RS15_YEAST,reviewed,Universal ribosomal protein uS19 family,PF00203;,PIRSF002144;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX56,RS18B_YEAST,reviewed,Universal ribosomal protein uS13 family,PF00416;,PIRSF002134;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P07280,RS19A_YEAST,reviewed,Eukaryotic ribosomal protein eS19 family,PF01090;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX32,RS24B_YEAST,reviewed,Eukaryotic ribosomal protein eS24 family,PF01282;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P06105,SC160_YEAST,reviewed,,PF00013;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04002,SCC2_YEAST,reviewed,SCC2/Nipped-B family,PF12765;PF12830;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P03882,SCE1_YEAST,reviewed,LAGLIDADG endonuclease family,PF03161;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q9ZZX1,SCE4_YEAST,reviewed,Heme-copper respiratory oxidase family; LAGLIDADG endonuclease family,PF00115;PF03161;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53012,SCS3_YEAST,reviewed,FIT family,PF10261;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04951,SCW10_YEAST,reviewed,Glycosyl hydrolase 17 family,PF00332;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q07953,SDO1_YEAST,reviewed,SDO1/SBDS family,PF01172;PF09377;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q00416,SEN1_YEAST,reviewed,DNA2/NAM7 helicase family,PF12726;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36124,SET3_YEAST,reviewed,SET3 family,PF00628;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12529,SET6_YEAST,reviewed,Class V-like SAM-binding methyltransferase superfamily,PF00856;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38166,SFT2_YEAST,reviewed,SFT2 family,PF04178;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06132,SGD1_YEAST,reviewed,CWC22 family,PF02847;PF02854;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12118,SGT2_YEAST,reviewed,SGT family,PF16546;PF00515;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40472,SIM1_YEAST,reviewed,SUN family,PF03856;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12216,SIZ2_YEAST,reviewed,PIAS family,PF14324;PF02037;PF02891;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q00711,SDHA_YEAST,reviewed,"FAD-dependent oxidoreductase 2 family, FRD/SDH subfamily",PF00890;PF02910;,PIRSF000171;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06245,SEC10_YEAST,reviewed,SEC10 family,PF07393;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P22224,SEC15_YEAST,reviewed,SEC15 family,PF04091;,PIRSF025007;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40510,SER33_YEAST,reviewed,D-isomer specific 2-hydroxyacid dehydrogenase family,PF00389;PF02826;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38827,SET1_YEAST,reviewed,Class V-like SAM-binding methyltransferase superfamily,PF11764;PF00856;PF11767;,PIRSF037104;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40363,SFGH_YEAST,reviewed,Esterase D family,PF00756;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P33335,SGE1_YEAST,reviewed,Major facilitator superfamily,PF07690;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03067,SGF11_YEAST,reviewed,SGF11 family,PF08209;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38751,SHU1_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P11978,SIR4_YEAST,reviewed,,PF16991;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04195,SIZ1_YEAST,reviewed,PIAS family,PF14324;PF02037;PF02891;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36169,SKG1_YEAST,reviewed,SKG1 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38283,SLI15_YEAST,reviewed,INCENP family,PF03941;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38241,SLT11_YEAST,reviewed,SLT11 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47037,SMC3_YEAST,reviewed,"SMC family, SMC3 subfamily",PF06470;PF02463;,PIRSF005719;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P48415,SEC16_YEAST,reviewed,SEC16 family,PF12932;PF12931;PF12935;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04675,SEN15_YEAST,reviewed,SEN15 family,PF09631;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53953,SFB2_YEAST,reviewed,"SEC23/SEC24 family, SEC24 subfamily",PF00626;PF08033;PF04815;PF04811;PF04810;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q05567,SGPL_YEAST,reviewed,"Group II decarboxylase family, Sphingosine-1-phosphate lyase subfamily",PF00282;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P34226,SKT5_YEAST,reviewed,SKT5 family,PF08238;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
