Entry,Entry name,,Protein families,Cross-reference (Pfam),Cross-reference (PIRSF),Organism,Organism ID
Q10143,PFD3_SCHPO,reviewed,Prefoldin subunit alpha family,PF02996;,PIRSF016396;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q874R4,PFL3_SCHPO,reviewed,Mam3/map4 family,PF11763;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14169,PGC1_SCHPO,reviewed,Glycerophosphoryl diester phosphodiesterase family,PF03009;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14031,PGT1_SCHPO,reviewed,Oligopeptide OPT transporter family,PF03169;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9URV1,PLG7_SCHPO,reviewed,Serine esterase family,PF03403;,PIRSF018169;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74374,PGM_SCHPO,reviewed,Phosphohexose mutase family,PF02878;PF02879;PF02880;PF00408;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7A1,PITH1_SCHPO,reviewed,PITHD1 family,PF06201;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09917,PKD2_SCHPO,reviewed,Transient receptor potential (TRP) ion channel family,PF06011;PF14558;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14095,PLP1_SCHPO,reviewed,Phosducin family,PF00085;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P09627,PMA1_SCHPO,reviewed,"Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIIA subfamily",PF00690;PF00122;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14318,PHP4_SCHPO,reviewed,,PF10297;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P78854,PLB1_SCHPO,reviewed,Lysophospholipase family,PF01735;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTH5,PLB6_SCHPO,reviewed,Lysophospholipase family,PF01735;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14313,PMP20_SCHPO,reviewed,Peroxiredoxin 2 family,PF08534;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94385,PO152_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74653,POB1_SCHPO,reviewed,,PF00169;PF07647;PF00018;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09855,POF11_SCHPO,reviewed,,PF12937;PF00400;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9HDX6,POF15_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74783,POF2_SCHPO,reviewed,,PF12937;PF13516;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87233,PHF1_SCHPO,reviewed,,PF00628;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74960,PIL1_SCHPO,reviewed,,PF13805;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74448,PIN1_SCHPO,reviewed,,PF00639;PF00397;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P36619,PMD1_SCHPO,reviewed,"ABC transporter superfamily, ABCB family, Multidrug resistance exporter (TC 3.A.1.201) subfamily",PF00664;PF00005;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7Q8,PMO25_SCHPO,reviewed,Mo25 family,PF08569;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42933,PMT4_SCHPO,reviewed,Glycosyltransferase 39 family,PF02815;PF02366;PF16192;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94529,POB3_SCHPO,reviewed,SSRP1 family,PF08512;PF03531;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74991,POF3_SCHPO,reviewed,,PF00646;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P36623,PMGY_SCHPO,reviewed,"Phosphoglycerate mutase family, BPG-dependent PGAM subfamily",PF00300;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74837,PMP31_SCHPO,reviewed,UPF0057 (PMP3) family,PF01679;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9C1W4,PMP3_SCHPO,reviewed,UPF0057 (PMP3) family,PF01679;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74739,PNG1_SCHPO,reviewed,"Transglutaminase-like superfamily, PNGase family",PF01841;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10480,PNU1_SCHPO,reviewed,DNA/RNA non-specific endonuclease family,PF01223;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14235,POF5_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UU90,POP5_SCHPO,reviewed,Eukaryotic/archaeal RNase P protein component 2 family,PF01900;,PIRSF023803;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13852,POZ1_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P23635,PP2A1_SCHPO,reviewed,"PPP phosphatase family, PP-2A subfamily",PF00149;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P40371,PP2C1_SCHPO,reviewed,PP2C family,PF00481;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60172,PPA3_SCHPO,reviewed,Histidine acid phosphatase family,PF00328;,PIRSF000894;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10366,PIK1_SCHPO,reviewed,PI3/PI4-kinase family,PF00454;PF11522;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13857,PLB2_SCHPO,reviewed,Lysophospholipase family,PF01735;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P0CU02,PLB4_SCHPO,reviewed,Lysophospholipase family,PF01735;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14115,PLPL_SCHPO,reviewed,PLPL family,PF11815;PF01734;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94334,POF13_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7T7,POF1L_SCHPO,reviewed,"Eukaryotic NMN adenylyltransferase family, POF1 subfamily",,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74531,POF7_SCHPO,reviewed,,PF12937;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q7Z996,POP8_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94412,PGTA_SCHPO,reviewed,Protein prenyltransferase subunit alpha family,PF01239;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P40977,PLC1_SCHPO,reviewed,,PF00168;PF13202;PF00388;PF00387;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTG1,PNPH_SCHPO,reviewed,PNP/MTAP phosphorylase family,PF01048;,PIRSF000477;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UUA2,PIF1_SCHPO,reviewed,"Helicase family, PIF1 subfamily",PF02689;PF05970;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10153,PIS_SCHPO,reviewed,CDP-alcohol phosphatidyltransferase class-I family,PF01066;,PIRSF000848;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USS0,PNC1_SCHPO,reviewed,Isochorismatase family,PF00857;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74854,POF6_SCHPO,reviewed,,PF00646;PF07393;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTA4,POPI_SCHPO,reviewed,POP1 family,PF06978;PF08170;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P78926,PMAP1_SCHPO,reviewed,,PF00319;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9C100,PMT2_SCHPO,reviewed,Glycosyltransferase 39 family,PF02815;PF02366;PF16192;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10492,PNN1_SCHPO,reviewed,Pinin family,PF04696;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q00472,PNPP_SCHPO,reviewed,,PF13344;,PIRSF000915;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7W4,POF10_SCHPO,reviewed,,PF12937;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10223,POF14_SCHPO,reviewed,,PF13013;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59671,POF4_SCHPO,reviewed,ELA1 family,PF06881;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09690,POM1_SCHPO,reviewed,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MNB/DYRK subfamily",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14170,POP2_SCHPO,reviewed,,PF00646;PF00400;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14189,PP2C5_SCHPO,reviewed,PP2C family,PF00481;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10218,PPC89_SCHPO,reviewed,,PF14197;PF06657;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10062,PPOX_SCHPO,reviewed,Protoporphyrinogen oxidase family,PF01593;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42910,PPR7_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14044,PNO1_SCHPO,reviewed,PNO1 family,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13795,POF8_SCHPO,reviewed,,PF08777;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13988,POT1_SCHPO,reviewed,Telombin family,PF02765;PF16686;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P23636,PP2A2_SCHPO,reviewed,"PPP phosphatase family, PP-2A subfamily",PF00149;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q12705,PP2B_SCHPO,reviewed,"PPP phosphatase family, PP-2B subfamily",PF00149;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9HFF4,PPK1_SCHPO,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59697,PPK25_SCHPO,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTH3,PPK6_SCHPO,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family",PF13426;PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94451,PLI1_SCHPO,reviewed,PIAS family,PF14324;PF02037;PF02891;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94521,PLR2_SCHPO,reviewed,Aldo/keto reductase family,PF00248;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74944,POLK_SCHPO,reviewed,,PF00817;PF11799;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09172,PP2C2_SCHPO,reviewed,PP2C family,PF00481;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14156,PP2C4_SCHPO,reviewed,PP2C family,PF00481;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7X5,PPK32_SCHPO,reviewed,,PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13453,PMP1_SCHPO,reviewed,"Protein-tyrosine phosphatase family, Non-receptor class dual specificity subfamily",PF00782;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P40999,PMT1M_SCHPO,reviewed,"Class I-like SAM-binding methyltransferase superfamily, C5-methyltransferase family",PF00145;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13351,PMT3_SCHPO,reviewed,"Ubiquitin family, SUMO subfamily",PF11976;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94251,POP7_SCHPO,reviewed,Histone-like Alba family,PF12328;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P23880,PP12_SCHPO,reviewed,"PPP phosphatase family, PP-1 subfamily",PF00149;PF16891;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14047,PPK11_SCHPO,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q8TFG6,PPK18_SCHPO,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74426,PPK33_SCHPO,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UUN5,PRA1_SCHPO,reviewed,PRA1 family,PF03208;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q03319,PRH1_SCHPO,reviewed,"DEAD box helicase family, DEAH subfamily",PF00270;PF04408;PF00271;PF07717;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74761,PRI2_SCHPO,reviewed,Eukaryotic-type primase large subunit family,PF04104;,PIRSF009449;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q01682,PPA2_SCHPO,reviewed,Histidine acid phosphatase family,PF00328;,PIRSF000894;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94537,PPK4_SCHPO,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family",PF00069;PF06479;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09882,PRP45_SCHPO,reviewed,SNW family,PF02731;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74729,PPIH_SCHPO,reviewed,"Cyclophilin-type PPIase family, PPIase H subfamily",PF00160;,PIRSF001467;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87051,PPIL1_SCHPO,reviewed,"Cyclophilin-type PPIase family, PPIL1 subfamily",PF00160;,PIRSF001467;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UUE4,PPIL4_SCHPO,reviewed,"Cyclophilin-type PPIase family, PPIL4 subfamily",PF00160;PF00076;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USX7,PPK22_SCHPO,reviewed,"Protein kinase superfamily, AGC Ser/Thr protein kinase family",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USS2,PPK29_SCHPO,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94324,PPK31_SCHPO,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13733,PPK3_SCHPO,reviewed,,PF07714;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9C1W8,PPN1_SCHPO,reviewed,Endopolyphosphatase PPN1 family,,PIRSF027093;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10451,PPR5_SCHPO,reviewed,,PF01535;PF13041;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USP3,PPR6_SCHPO,reviewed,,PF12921;PF13812;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14215,PRI1_SCHPO,reviewed,Eukaryotic-type primase small subunit family,PF01896;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O43071,PRP17_SCHPO,reviewed,,PF00400;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42643,PRP22_SCHPO,reviewed,"DEAD box helicase family, DEAH subfamily, DDX8/PRP22 sub-subfamily",PF00270;PF04408;PF00271;PF07717;PF00575;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14176,PRP40_SCHPO,reviewed,,PF01846;PF00397;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14126,PRS6A_SCHPO,reviewed,AAA ATPase family,PF00004;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P41836,PRS8_SCHPO,reviewed,AAA ATPase family,PF00004;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UT97,PSA5_SCHPO,reviewed,Peptidase T1A family,PF00227;PF10584;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09831,PPK14_SCHPO,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family, KIN82 subfamily",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10447,PPK2_SCHPO,reviewed,,PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UU87,PPK34_SCHPO,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14275,PPR4_SCHPO,reviewed,,PF01535;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q12381,PRP1_SCHPO,reviewed,,PF06424;PF13181;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14283,PRR1_SCHPO,reviewed,HSF family,PF00447;PF00072;,PIRSF002595;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74445,PRS10_SCHPO,reviewed,AAA ATPase family,PF00004;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P36612,PRS4_SCHPO,reviewed,AAA ATPase family,PF00004;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74450,POP3_SCHPO,reviewed,POP3 family,PF08228;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UT98,POS5_SCHPO,reviewed,NAD kinase family,PF01513;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P13681,PP11_SCHPO,reviewed,"PPP phosphatase family, PP-1 subfamily",PF00149;PF16891;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09173,PP2C3_SCHPO,reviewed,PP2C family,PF00481;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P08091,PPA1_SCHPO,reviewed,Histidine acid phosphatase family,PF00328;,PIRSF000894;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USS6,PPA4_SCHPO,reviewed,Histidine acid phosphatase family,PF00328;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P41893,PPAL_SCHPO,reviewed,Low molecular weight phosphotyrosine protein phosphatase family,PF01451;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9URY1,PPK16_SCHPO,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60145,PPK23_SCHPO,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94368,PPR1_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7C7,PRP11_SCHPO,reviewed,"DEAD box helicase family, DDX46/PRP5 subfamily",PF00270;PF00271;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P774,PRP16_SCHPO,reviewed,"DEAD box helicase family, DEAH subfamily, PRP16 sub-subfamily",PF00270;PF04408;PF00271;PF07717;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94406,PRP18_SCHPO,reviewed,PRP18 family,PF02840;PF08799;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UUD2,PRP38_SCHPO,reviewed,PRP38 family,PF03371;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74970,PRP39_SCHPO,reviewed,PRP39 family,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P50528,PLO1_SCHPO,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family, CDC5/Polo subfamily",PF00069;PF00659;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60053,POF12_SCHPO,reviewed,,PF12937;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87053,POF1_SCHPO,reviewed,,PF12937;PF00400;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60109,PPB_SCHPO,reviewed,Alkaline phosphatase family,PF00245;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P36614,PPE1_SCHPO,reviewed,"PPP phosphatase family, PP-6 (PP-V) subfamily",PF00149;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60142,PPR2_SCHPO,reviewed,,PF13041;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P78968,PPZ_SCHPO,reviewed,"PPP phosphatase family, PP-Z subfamily",PF00149;PF16891;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14295,PLR1_SCHPO,reviewed,Aldo/keto reductase family,PF00248;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTJ2,PMM_SCHPO,reviewed,Eukaryotic PMM family,PF03332;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13911,PNK1_SCHPO,reviewed,DNA 3' phosphatase family,PF08645;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74381,POF9_SCHPO,reviewed,,PF00646;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87060,POP1_SCHPO,reviewed,,PF12937;PF00400;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
